사업장명,식당id,업종구분소분류,상세영업상태명,소재지전체주소,도로명전체주소,도로명우편번호,시도,시도_시군구,시군구,시도_시군구_읍면동,읍면동,시도코드,시군구코드,읍면동코드
배떡노형점,1822435436,분식,영업,제주특별자치도 제주시 연동 2414-2,"제주특별자치도 제주시 일주서로 7810, 1층 (연동)",63128.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
볼빨간아구찜신제주점,1742955853,한식,영업,제주특별자치도 제주시 연동 251-16 제원아파트,"제주특별자치도 제주시 신광로6길 26, 점포동 2층 210호 (연동, 제원아파트)",63130.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
다다참치,1407466472,일식,영업,제주특별자치도 제주시 연동 2326-12 1층,"제주특별자치도 제주시 성신로1길 23, 1층 (연동)",63126.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
펄호텔제주,13223452,기타,영업,제주특별자치도 제주시 연동 277-1번지 제주펄호텔,"제주특별자치도 제주시 신대로20길 49, 제주펄호텔 1층 (연동)",63136.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
담아래,1019478965,한식,영업,제주특별자치도 제주시 연동 1318-3번지,"제주특별자치도 제주시 수목원길 23, 1층 (연동)",63141.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
반도소관,1393653907,한식,영업,제주특별자치도 제주시 연동 251-12 경주빌라,"제주특별자치도 제주시 신광로4길 27, 1층 (연동, 경주빌라)",63129.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
라화쿵부제주점,1938415710,기타,영업,제주특별자치도 제주시 연동 262-77번지,"제주특별자치도 제주시 연동3길 37, 2층 (연동)",63131.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
연동신도시식당,1423963818,한식,영업,제주특별자치도 제주시 연동 1524,"제주특별자치도 제주시 국기중길 28, 1층 (연동)",63139.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
민속감자탕,37067962,한식,영업,제주특별자치도 제주시 연동 291-91번지,"제주특별자치도 제주시 삼무로9길 26, 1층 (연동)",63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
이츠양,1924743428,한식,영업,제주특별자치도 제주시 연동 263-2 제주1번가 더테라스,"제주특별자치도 제주시 연동6길 5, 제주1번가 더테라스 109,110,111,112호 (연동)",63132.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
화양양,1518784167,중국식,영업,제주특별자치도 제주시 연동 1531-1,"제주특별자치도 제주시 연화로4길 2, 1층 (연동)",63140.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
정식육백화점정유통,1068398819,한식,영업,제주특별자치도 제주시 연동 1965-1,"제주특별자치도 제주시 성신로 15, 1층 제1호 (연동)",63127.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
탭탭,1093731052,호프/통닭,영업,제주특별자치도 제주시 연동 273-41,"제주특별자치도 제주시 연동7길 41, 3층 (연동)",63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
김복남맥주제주연동점,1086377019,호프/통닭,영업,제주특별자치도 제주시 연동 281-27,"제주특별자치도 제주시 삼무로 59, 1층 (연동)",63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
제대로떡볶이제원점,1679874506,한식,영업,제주특별자치도 제주시 연동 261-18,"제주특별자치도 제주시 신광로6길 2, 1층 (연동)",63129.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
봄날정육,1486579767,한식,영업,제주특별자치도 제주시 연동 2326-13,"제주특별자치도 제주시 성신로1길 21, 1층 (연동)",63126.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
그믐달,1199964968,정종/대포집/소주방,영업,제주특별자치도 제주시 연동 261-23 제주연동 하우스디어반,"제주특별자치도 제주시 삼무로 18, 제주연동 하우스디어반 1층 112호 (연동)",63129.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
퐁닭,1402372478,호프/통닭,영업,제주특별자치도 제주시 연동 304-1,"제주특별자치도 제주시 신대로 134, 1층 (연동)",63133.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
프랭크버거제주도청점,1269841229,기타,영업,제주특별자치도 제주시 연동 303-35 하늘그린오피스텔,"제주특별자치도 제주시 선덕로 1, 하늘그린오피스텔 1층 101호 (연동)",63122.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
영하45,1353322038,한식,영업,제주특별자치도 제주시 연동 308,"제주특별자치도 제주시 신대로 153, 1층 (연동)",63135.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
머큐리,20702692,호프/통닭,영업,제주특별자치도 제주시 연동 1485-11,"제주특별자치도 제주시 국기로2길 3, 1층 (연동)",63139.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
돈오름숯불갈비,37345209,식육(숯불구이),영업,제주특별자치도 제주시 연동 282-29,"제주특별자치도 제주시 신대로12길 33, 1층 (연동)",63124.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
유끼,33570859,한식,영업,제주특별자치도 제주시 연동 282-26번지 (연중3로23),"제주특별자치도 제주시 은남2길 32 (연동,(연중3로23))",63124.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
버무리떡볶이연동점,31462379,분식,영업,제주특별자치도 제주시 연동 1399 107호,"제주특별자치도 제주시 국기로 14, 107호 (연동)",63138.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
신영돌판구이,16834998,한식,영업,제주특별자치도 제주시 연동 303-29번지,제주특별자치도 제주시 신대로15길 2 (연동),63122.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
청년다방연동점,76362362,기타,영업,제주특별자치도 제주시 연동 2326-4번지,"제주특별자치도 제주시 성신로1길 25, 1층 (연동)",63126.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
제주정곱창,1839097491,한식,영업,제주특별자치도 제주시 연동 283-53번지,"제주특별자치도 제주시 은남4길 31, 1층 (연동)",63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
임사부국밥,1287175220,한식,영업,제주특별자치도 제주시 연동 261-14,"제주특별자치도 제주시 신광로4길 1, 1층 (연동)",63129.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
콧수염양꼬치,1588332009,기타,영업,제주특별자치도 제주시 연동 2325-1번지,"제주특별자치도 제주시 성신로1길 30, 2층 (연동)",63126.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
예산가마솥장수촌설렁탕신제주점,1936465108,한식,영업,제주특별자치도 제주시 연동 284-19번지,"제주특별자치도 제주시 연동10길 13, 1층 (연동)",63133.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
팜스테이블,1266699506,기타,영업,제주특별자치도 제주시 연동 1311-1,"제주특별자치도 제주시 수목원길 41, 2층 (연동)",63141.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
돌수산,36339071,횟집,영업,제주특별자치도 제주시 연동 304-15번지,"제주특별자치도 제주시 사장길 17, 1층 (연동)",63133.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
아맛나찜닭제주점,1066889822,한식,영업,제주특별자치도 제주시 연동 295-2,"제주특별자치도 제주시 신대로20길 22, 1층 (연동)",63133.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
청담회장님댁제주점,1565467780,호프/통닭,영업,제주특별자치도 제주시 연동 293-65,"제주특별자치도 제주시 신대로16길 23, 1층 (연동)",63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
핵밥제주연동점,1863678935,기타,영업,제주특별자치도 제주시 연동 2325-7 연동한일씨티파크,"제주특별자치도 제주시 도령로 103, 103호 (연동, 연동한일씨티파크)",63126.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
신광호프,1453918784,호프/통닭,영업,제주특별자치도 제주시 연동 2375,"제주특별자치도 제주시 성신북길 19, 1층 (연동)",63127.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
술빛정원,1011978142,기타,영업,제주특별자치도 제주시 연동 262-14,"제주특별자치도 제주시 제원길 41, 5층 (연동)",63131.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
신대장군집,1719406755,한식,영업,제주특별자치도 제주시 연동 272-30 국성원룸,"제주특별자치도 제주시 삼무로 50, 1층 (연동)",63124.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
청담피자신제주점,1234168700,경양식,영업,제주특별자치도 제주시 연동 253-7 굿윌카운티,"제주특별자치도 제주시 연동4길 6-12, 1층 103호 (연동, 굿윌카운티)",63132.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
지엔디카페,1662734204,기타,영업,제주특별자치도 제주시 연동 272-39,"제주특별자치도 제주시 은남2길 37, 3층 (연동)",63124.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
호야네꼬마김밥,1490488268,분식,영업,제주특별자치도 제주시 연동 272-43,"제주특별자치도 제주시 연동9길 18, 1층 (연동)",63124.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
장똘뱅이,1281852476,일식,영업,제주특별자치도 제주시 연동 252-1 제원아파트,"제주특별자치도 제주시 신광로6길 25, 1층 107호 (연동, 제원아파트)",63130.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
임돈,1415878398,한식,영업,제주특별자치도 제주시 연동 273-43 제주연동리슈빌디에스,"제주특별자치도 제주시 노연로 103, 1층 105호 (연동, 제주연동리슈빌디에스)",63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
우정곱창연동점,1183365375,한식,영업,제주특별자치도 제주시 연동 1515-8,"제주특별자치도 제주시 연화중길 15, 1층 (연동)",63140.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
그시절동태촌신제주점,1057612716,한식,영업,제주특별자치도 제주시 연동 1518-5,"제주특별자치도 제주시 연화로1길 26-1, 1층 (연동)",63140.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
연동가자스크린골프,1149996523,한식,영업,제주특별자치도 제주시 연동 291-13 화신빌딩,"제주특별자치도 제주시 신대로10길 19, 화신빌딩 2층 (연동)",63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
김순례닭강정신제주점,1787039467,경양식,영업,제주특별자치도 제주시 연동 255-4,제주특별자치도 제주시 연동4길 22 (연동),63132.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
제쭈도,1226905225,한식,영업,제주특별자치도 제주시 연동 294-78,"제주특별자치도 제주시 사장2길 12, 1층 (연동)",63133.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
용용선생제주연동점,1238192624,중국식,영업,제주특별자치도 제주시 연동 273-58,"제주특별자치도 제주시 은남4길 46, 1-2층 (연동)",63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
잭아레나,1085776456,기타,영업,제주특별자치도 제주시 연동 272-15,"제주특별자치도 제주시 신광로 41, 2층 (연동)",63124.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
퍼사이공제주점,1969828186,"외국음식전문점(인도,태국등)",영업,제주특별자치도 제주시 연동 274-50,"제주특별자치도 제주시 연동8길 4, 1층 (연동)",63133.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
완미족발제주연동점,1124013432,한식,영업,제주특별자치도 제주시 연동 273-58,"제주특별자치도 제주시 은남4길 46, 2층 (연동)",63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
도원꼬치튀김객,1026203087,중국식,영업,제주특별자치도 제주시 연동 284-19,"제주특별자치도 제주시 연동10길 13, 1층 (연동)",63133.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
하타나카연동점,1159569368,한식,영업,제주특별자치도 제주시 연동 292-57,"제주특별자치도 제주시 신대로12길 15, 1층 (연동)",63124.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
오봉집연동점,1861153225,한식,영업,제주특별자치도 제주시 연동 290-7,"제주특별자치도 제주시 연삼로 20, 1층 (연동)",63118.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
파라나,1995911110,한식,영업,제주특별자치도 제주시 연동 301-7 현일센츄럴파크뷰,"제주특별자치도 제주시 신대로 72, 지하1층 (연동, 현일센츄럴파크뷰)",63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
파사삭행목,1395472860,기타,영업,제주특별자치도 제주시 연동 260-28,"제주특별자치도 제주시 삼무로1길 4, 1층 (연동)",63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
커피비원,1201212927,기타,영업,제주특별자치도 제주시 연동 256-16 성우빌,"제주특별자치도 제주시 연동4길 28-4, 성우빌 1층 (연동)",63137.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
제주에타,1839418191,기타 휴게음식점,영업,제주특별자치도 제주시 연동 355-1,"제주특별자치도 제주시 연미길 101, 1층 (연동)",63145.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
검은고래,1512642670,푸드트럭,영업,제주특별자치도 제주시 연동 1320,"제주특별자치도 제주시 은수길 69, 수목원 테마파크 관광지 내 (연동)",63141.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
스톤헤이븐,1093488595,기타 휴게음식점,영업,제주특별자치도 제주시 연동 302-7번지,"제주특별자치도 제주시 문송길 16, 1층 (연동)",63122.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
인베이드피씨카페,1450057195,기타 휴게음식점,영업,제주특별자치도 제주시 연동 313-42,"제주특별자치도 제주시 선덕로 5, 2층 (연동)",63122.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
지에스25연동모디움점,1972642565,기타 휴게음식점,영업,제주특별자치도 제주시 연동 260-38,"제주특별자치도 제주시 삼무로1길 10-9, 1층 105호 (연동)",63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
공차제주연동신시가지점,1343964769,기타 휴게음식점,영업,제주특별자치도 제주시 연동 1371-5번지 성남빌딩,"제주특별자치도 제주시 연북로 78, 성남빌딩 1층 (연동)",63138.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
공차제주연동점,1165818613,커피숍,영업,제주특별자치도 제주시 연동 272-9번지,"제주특별자치도 제주시 신광로 35, 1층 (연동)",63124.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
홍요깃거리애월점,36369202,일반조리판매,영업,제주특별자치도 제주시 연동 323-2번지,"제주특별자치도 제주시 신대로13길 36-1, 1층 (연동)",63121.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
길용당,1255403731,커피숍,영업,제주특별자치도 제주시 연동 292-27,"제주특별자치도 제주시 삼무로 76, 1층 (연동)",63124.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
에이바우트커피신라신성점,1705993684,기타 휴게음식점,영업,제주특별자치도 제주시 연동 253-5 신성오피스텔,"제주특별자치도 제주시 노연로 62, 신성오피스텔 1층 (연동)",63132.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
까미노,1395112894,커피숍,영업,제주특별자치도 제주시 연동 251-81번지,"제주특별자치도 제주시 연동1길 14, 1층 (연동)",63129.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
호타르트,1660860958,커피숍,영업,제주특별자치도 제주시 연동 273-41,"제주특별자치도 제주시 연동7길 41, 1층 (연동)",63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
호밀호두제주본점,1561941479,일반조리판매,영업,제주특별자치도 제주시 연동 1497-4,"제주특별자치도 제주시 국기로 27, 1층 (연동)",63139.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
인샵카페,426286269,기타 휴게음식점,영업,제주특별자치도 제주시 연동 261-6번지,"제주특별자치도 제주시 신광로 32, 1층 (연동)",63129.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
패밀리만두,36020332,일반조리판매,영업,제주특별자치도 제주시 연동 1481번지,제주특별자치도 제주시 국기로 9 (연동),63139.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
파스쿠찌제주제원점,36026361,커피숍,영업,제주특별자치도 제주시 연동 273-4번지,"제주특별자치도 제주시 연동7길 26, 1층 (연동)",63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
커피보그,31880471,커피숍,영업,제주특별자치도 제주시 연동 1523-1번지,제주특별자치도 제주시 국기로 43 (연동),63139.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
빽다방제주제원점,37636220,커피숍,영업,제주특별자치도 제주시 연동 262-7번지,"제주특별자치도 제주시 신광로 56, 1층 (연동)",63131.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
서희원꼬치닷컴,1206455896,일반조리판매,영업,제주특별자치도 제주시 연동 2318-15번지,제주특별자치도 제주시 성신로 20 (연동),63127.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
볕이드는곳벧디,1617309762,일반조리판매,영업,제주특별자치도 제주시 연동 1326 A동,"제주특별자치도 제주시 은수길 65, A동 (연동)",63141.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
그랜드김밥,1156807774,일반조리판매,영업,제주특별자치도 제주시 연동 303-17번지 외6필지,"제주특별자치도 제주시 신대로 109 (연동,외6필지)",63122.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
소림김밥,16844134,일반조리판매,영업,제주특별자치도 제주시 연동 1498번지,제주특별자치도 제주시 국기로 31 (연동),63139.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
투썸플레이스제주연동점,31317204,커피숍,영업,제주특별자치도 제주시 연동 274-7 (1층),제주특별자치도 제주시 신광로 79 (연동),63133.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
온에어PC방제주본점,806297391,기타 휴게음식점,영업,제주특별자치도 제주시 연동 251-7번지,"제주특별자치도 제주시 연동1길 3, 201호 (연동)",63129.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
디저트39연동점,1042646265,커피숍,영업,제주특별자치도 제주시 연동 261-20번지,"제주특별자치도 제주시 신광로 46, 1층 (연동)",63129.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
커피림,33770744,커피숍,영업,제주특별자치도 제주시 연동 1315번지,제주특별자치도 제주시 수목원길 27 (연동),63141.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
신전떡볶이연동직영점,1514324471,일반조리판매,영업,제주특별자치도 제주시 연동 1954-2 영진그린빌라 1층 105호,"제주특별자치도 제주시 남녕로 36, 1층 105호 (연동, 영진그린빌라)",63128.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
나눔김밥,34569134,일반조리판매,영업,제주특별자치도 제주시 연동 2317-19번지,제주특별자치도 제주시 성신로 26 (연동),63127.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
수목원커피숍,1052257282,커피숍,영업,제주특별자치도 제주시 연동 1320번지 외4필지(2층),제주특별자치도 제주시 은수길 69 (연동),63141.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
커피비터스윗,1658921482,커피숍,영업,제주특별자치도 제주시 연동 312-11번지,"제주특별자치도 제주시 선덕로3길 32, 제1호 1층 (연동)",63122.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
놀러와플,1520230798,커피숍,영업,제주특별자치도 제주시 연동 256-4,"제주특별자치도 제주시 신광로10길 25, 1층 (연동)",63137.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
퓨전상회,1774389463,기타 휴게음식점,영업,제주특별자치도 제주시 연동 273-2번지,"제주특별자치도 제주시 연동7길 24, 1층 (연동)",63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
다올김밥분식,32161240,기타 휴게음식점,영업,제주특별자치도 제주시 연동 1953-4번지,제주특별자치도 제주시 남녕로 48 (연동),63128.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
보리빵마을,11554518,기타 휴게음식점,영업,제주특별자치도 제주시 연동 2514-3번지,제주특별자치도 제주시 도령로 170 (연동),63117.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
수제홍과일모찌,36778958,기타 휴게음식점,영업,제주특별자치도 제주시 연동 294-25번지,"제주특별자치도 제주시 연동14길 14, 1층 (연동)",63133.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
진가커피,618595850,커피숍,영업,제주특별자치도 제주시 연동 251-66,"제주특별자치도 제주시 제원1길 32, 1층 (연동)",63129.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
비아제주,36995278,커피숍,영업,제주특별자치도 제주시 연동 290-36번지,"제주특별자치도 제주시 삼무로9길 11, 1층 (연동)",63118.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
델문도제주도립미술관점,1667500120,커피숍,영업,제주특별자치도 제주시 연동 680-7 제주특별자치도립미술관,"제주특별자치도 제주시 1100로 2894-78 (연동,제주특별자치도립미술관)",63079.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
쏭툰,1780864799,기타 휴게음식점,영업,제주특별자치도 제주시 연동 281-52,"제주특별자치도 제주시 삼무로7길 40, 3층 (연동)",63125.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
아레나엑스피시방,1111294280,기타 휴게음식점,영업,제주특별자치도 제주시 연동 283-20번지 창신빌딩 1호,"제주특별자치도 제주시 노연로 113, 6층 (연동)",63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
파스쿠찌제주한라병원점,1642097365,커피숍,영업,제주특별자치도 제주시 연동 1964-3번지 연동 펠리체,"제주특별자치도 제주시 도령로 73, 2층 201호 (연동, 연동 펠리체)",63127.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
피자굽는아저씨,20067954,패스트푸드,영업,제주특별자치도 제주시 연동 253-46번지,제주특별자치도 제주시 연동4길 12 (연동),63132.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
토방속에장독대,1650501767,기타 휴게음식점,영업,제주특별자치도 제주시 연동 283-4,제주특별자치도 제주시 신대로14길 33 (연동),63123.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
삐끄니끄,1005455511,기타 휴게음식점,영업,제주특별자치도 제주시 연동 314-88번지,"제주특별자치도 제주시 비월길 7, 1층 101호 (연동)",63134.0,제주특별자치도,제주특별자치도 제주시,제주시,제주특별자치도 제주시 연동,연동,5000000000,5011000000,5011013700
