사업장명,도로명전체주소,상세영업상태명
씨유서귀동광로점,제주특별자치도 서귀포시 안덕면 동광로 257,영업
카페꿈나다,"제주특별자치도 서귀포시 효돈순환로 441, 2층 (신효동)",영업
목장카페드르쿰다,"제주특별자치도 서귀포시 표선면 번영로 2454, 1층",영업
우리들푸드,"제주특별자치도 서귀포시 대정읍 일주서로 2641, 1층",영업
씨유서귀희망점,제주특별자치도 서귀포시 하원로 36-1 (하원동),영업
지에스25성산고성점,"제주특별자치도 서귀포시 성산읍 고성오조로 73, 1층",영업
파스쿠찌제주중문점,"제주특별자치도 서귀포시 천제연로232번길 15, 1층 (중문동)",영업
씨유서귀포남원길점,제주특별자치도 서귀포시 남원읍 태위로 481,영업
산록(sanlok),"제주특별자치도 서귀포시 안덕면 산록남로 682, 1층",영업
카페바르,제주특별자치도 서귀포시 성산읍 환해장성로 941,영업
깜시네,제주특별자치도 서귀포시 소암로 18 (서귀동),영업
카페테리아구상나무,"제주특별자치도 서귀포시 산록남로 2847-37, 1층 (상효동)",영업
과일카페유진팡이야기,"제주특별자치도 서귀포시 중산간동로 8299, 1층 (호근동)",영업
베스킨라빈스,제주특별자치도 서귀포시 중정로 60 (서귀동),영업
백록다방,제주특별자치도 서귀포시 중앙로 38 (서귀동),영업
씨유서귀색달동점,제주특별자치도 서귀포시 색달중앙로 48 (색달동),영업
하효통닭치킨,제주특별자치도 서귀포시 중정로73번길 4-1 (서귀동),영업
씨유서귀예래해안로점,"제주특별자치도 서귀포시 예래해안로 550, 1층 (상예동)",영업
씨유모슬포점,제주특별자치도 서귀포시 대정읍 상모대서로 25,영업
GS25서귀소원점,"제주특별자치도 서귀포시 중앙로 183, 1층 (서홍동)",영업
지에스25서귀동변점,"제주특별자치도 서귀포시 중앙로48번길 42, 1층 (서귀동)",영업
카페샤인,"제주특별자치도 서귀포시 표선면 가시로 340, 1층",영업
지에스25동홍중앙점,"제주특별자치도 서귀포시 태평로 509, 1층 101호 (동홍동)",영업
제주지에스구억점,제주특별자치도 서귀포시 대정읍 영어도시로 1,영업
머체왓숲길영농조합법인,제주특별자치도 서귀포시 남원읍 서성로 755,영업
제주몬순커피,제주특별자치도 서귀포시 성산읍 성산등용로 130-19,영업
세븐일레븐서귀포오션팰리스점,"제주특별자치도 서귀포시 중앙로 14, 102호 (서귀동)",영업
주식회사희락원(자동차박물관티하우스),제주특별자치도 서귀포시 안덕면 중산간서로 1610,영업
버거나라남원점,제주특별자치도 서귀포시 남원읍 태위로 668,영업
(주)보승식품,제주특별자치도 서귀포시 일주동로 9209 (법환동),영업
캐롤,"제주특별자치도 서귀포시 효돈로 137-1, 1층 (신효동)",영업
GS25쇠소깍점,제주특별자치도 서귀포시 쇠소깍로 151-8 (하효동),영업
세븐일레븐서귀포고성점,제주특별자치도 서귀포시 성산읍 고성동서로 66,영업
레몬비남원점,제주특별자치도 서귀포시 남원읍 일주동로 7224,영업
고봉민김밥인서귀포강정점,"제주특별자치도 서귀포시 대청로25번길 4, 1층 (강정동, 102호)",영업
지에스25서귀엘지점,"제주특별자치도 서귀포시 중앙로 45, 1층 (서귀동)",영업
김가네,제주특별자치도 서귀포시 중앙로42번길 8 (서귀동),영업
동그라미다방,제주특별자치도 서귀포시 남원읍 태위로 692,영업
원식품,제주특별자치도 서귀포시 남원읍 남조로 52,영업
산호다방,제주특별자치도 서귀포시 부두로 55 (서귀동),영업
강추분식,제주특별자치도 서귀포시 중정로91번길 18 (서귀동),영업
사일리커피,제주특별자치도 서귀포시 대정읍 최남단해안로 412,영업
금마웰빙,제주특별자치도 서귀포시 안덕면 화순로 122,영업
용머리농수산,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-27,영업
만호다방,제주특별자치도 서귀포시 중정로61번길 9 (서귀동),영업
씨유중문일주서로점,제주특별자치도 서귀포시 일주서로 962 (색달동),영업
지에스25성산중앙로점,제주특별자치도 서귀포시 성산읍 성산중앙로 44,영업
씨유서귀포효돈중앙점,"제주특별자치도 서귀포시 과원동로 3, 102동 1층 101호 (하효동)",영업
땡큐브레드앤ㅤㅅㅡㅍ,"제주특별자치도 서귀포시 남원읍 태위로 773-19, 1층",영업
지에스25모슬포타운,"제주특별자치도 서귀포시 대정읍 신영로 104, 1층",영업
씨유서귀포공업단지점,제주특별자치도 서귀포시 토평공단로 112 (토평동),영업
옛날팥죽,제주특별자치도 서귀포시 표선면 성읍민속로 130,영업
모먼트,제주특별자치도 서귀포시 표선면 가시로592번길 25,영업
커피에반하다덕수점,"제주특별자치도 서귀포시 안덕면 덕수서로 17-1, 1층",영업
(주)지오자오,"제주특별자치도 서귀포시 성산읍 섭지코지로25번길 34, 2층",영업
볼스프로덕션,"제주특별자치도 서귀포시 일주서로 626, 1층 (회수동)",영업
메가커피서귀포중앙점,"제주특별자치도 서귀포시 중앙로 56, 1층 (서귀동)",영업
테디베어카페,"제주특별자치도 서귀포시 중문관광로110번길 31, 지하2층 (색달동)",영업
콩툰동홍점,"제주특별자치도 서귀포시 동홍중앙로 49, 5층 (동홍동, 프라미스빌딩)",영업
청춘부부,제주특별자치도 서귀포시 대정읍 추사로38번길 181,영업
다정하다,제주특별자치도 서귀포시 문부로 8 (동홍동),영업
오늘도통통서귀포점,제주특별자치도 서귀포시 중앙로 90 (서귀동),영업
또또김밥,제주특별자치도 서귀포시 중산간동로 7926 (동홍동),영업
스타벅스커피 제주중문점,제주특별자치도 서귀포시 중문관광로110번길 32 (색달동),영업
목화식당휴게소,제주특별자치도 서귀포시 성산읍 해맞이해안로 2526,영업
송송청과,제주특별자치도 서귀포시 중앙로47번길 21 (서귀동),영업
오봉도시락,"제주특별자치도 서귀포시 표선면 표선중앙로 2, 1층",영업
로타리다방,"제주특별자치도 서귀포시 동문로 69, 2층 (서귀동)",영업
씨유서귀포자구리점,"제주특별자치도 서귀포시 솔동산로21번길 31, 1층 (서귀동)",영업
배배,"제주특별자치도 서귀포시 명동로 16, 1층 (서귀동)",영업
월드휴게점,"제주특별자치도 서귀포시 월드컵로 31, 1층 (법환동)",영업
제이제이케터링(주)제주KIS매점(고등식당),"제주특별자치도 서귀포시 대정읍 글로벌에듀로260번길 8, 2동 1층",영업
제이제이케터링(주)제주KIS매점(초중식당),"제주특별자치도 서귀포시 대정읍 글로벌에듀로260번길 34, 중학교동 1층",영업
라운지카페베네치아,"제주특별자치도 서귀포시 하예로 54, 5층 (하예동)",영업
지에스25중문중앙점,제주특별자치도 서귀포시 천제연로 180 (중문동),영업
오랑우탄면사무소,"제주특별자치도 서귀포시 안덕면 산방로 367-1, 1층",영업
씨유서귀남원로점,"제주특별자치도 서귀포시 남원읍 태위로723번길 31-11, 1층",영업
지에스25대정한신점,"제주특별자치도 서귀포시 대정읍 에듀시티로 102, 상가동 1층 110호",영업
주식회사더클래식씨씨그늘집1,제주특별자치도 서귀포시 남원읍 남조로 1105,영업
윤희분식,제주특별자치도 서귀포시 동홍로 10 (서귀동),영업
우리들마트,제주특별자치도 서귀포시 대정읍 일주서로 2641,영업
지에스25서귀서광로점,제주특별자치도 서귀포시 안덕면 녹차분재로 61,영업
표선토스트,"제주특별자치도 서귀포시 표선면 표선중앙로80번길 1, 1층",영업
제주마리,"제주특별자치도 서귀포시 안덕면 신화역사로304번길 38, 지하1층",영업
오슬로신화월드점,"제주특별자치도 서귀포시 안덕면 신화역사로304번길 38, 지하1층",영업
GS25중문사거리점,제주특별자치도 서귀포시 중문로 80 (중문동),영업
개다방,제주특별자치도 서귀포시 중앙로 166 (동홍동),영업
GS25서귀솔동산점,"제주특별자치도 서귀포시 솔동산로 20, 1층 (서귀동)",영업
제주설심당모슬포점,"제주특별자치도 서귀포시 대정읍 신영로 73, 2층",영업
스타벅스제주신화월드R,"제주특별자치도 서귀포시 안덕면 신화역사로304번길 38, 호텔동 지하1층",영업
원다방,제주특별자치도 서귀포시 표선면 표선동서로 228,영업
더클라이막스,제주특별자치도 서귀포시 안덕면 일주서로 1611,영업
보배다방,제주특별자치도 서귀포시 성산읍 고성중앙로 84,영업
내입속의김밥,제주특별자치도 서귀포시 동홍중앙로 29 (동홍동),영업
제이제이캐터링(주)SJA매점,제주특별자치도 서귀포시 대정읍 글로벌에듀로304번길 10,영업
지에스25서귀신시가지점,"제주특별자치도 서귀포시 신서로48번길 52-11, 1층 (법환동)",영업
한국맥도날드(유)제주중문DT점,제주특별자치도 서귀포시 중문관광로 38 (색달동),영업
동박낭,"제주특별자치도 서귀포시 남원읍 태위로 275-2, 1,2층",영업
슈가얌,제주특별자치도 서귀포시 동홍로 20 (서귀동),영업
바람불어좋은날,제주특별자치도 서귀포시 안덕면 사계로 68,영업
제주특산품할인마트휴게음식점,제주특별자치도 서귀포시 남성중로 2-11 (서홍동),영업
꽃길,제주특별자치도 서귀포시 중앙로72번길 4 (서귀동),영업
일출봉아로니아,제주특별자치도 서귀포시 성산읍 서성일로1136번길 8,영업
7번가피자중문점,"제주특별자치도 서귀포시 천제연로 278, 1층 (중문동)",영업
개판오분전,제주특별자치도 서귀포시 남원읍 하신로 302,영업
이칠이,"제주특별자치도 서귀포시 중정로91번길 7, 1층 (서귀동)",영업
에코소랑꼬라지오꿈앤카페,제주특별자치도 서귀포시 일주동로 8777 (서홍동),영업
찜질방매점,"제주특별자치도 서귀포시 월드컵로 33, 1층 (법환동)",영업
세븐일레븐서귀포신흥점,제주특별자치도 서귀포시 남원읍 일주동로 6611,영업
씨유서귀포세기점,"제주특별자치도 서귀포시 태평로 551, 상가동 102,103호 (동홍동)",영업
스타벅스커피성산일출봉점,제주특별자치도 서귀포시 성산읍 일출로 284-5,영업
초록분식,제주특별자치도 서귀포시 중앙로42번길 24 (서귀동),영업
씨유서귀외돌개점,제주특별자치도 서귀포시 남성중로 131 (서홍동),영업
이어도,"제주특별자치도 서귀포시 서호중로 19, 1층 (서호동)",영업
노을예쁜집,제주특별자치도 서귀포시 대정읍 마라로 73,영업
못난이찹쌀꽈배기제주본점,"제주특별자치도 서귀포시 명동로 1, 1층 (서귀동)",영업
지에스25제주표선점,"제주특별자치도 서귀포시 표선면 표선중앙로 90, 1층",영업
지에스25동홍그린점,"제주특별자치도 서귀포시 동홍동로32번길 12, 1층 (동홍동)",영업
GS25성산오조점,"제주특별자치도 서귀포시 성산읍 한도로 129, 1층",영업
세븐일레븐서귀포색달점,"제주특별자치도 서귀포시 색달중앙로 25, 1층 (색달동)",영업
귤곳간,"제주특별자치도 서귀포시 남원읍 남위남성로 165, 1층",영업
씨유서귀구억점,"제주특별자치도 서귀포시 대정읍 중산간서로 2397, 1층",영업
매일더탐나,"제주특별자치도 서귀포시 표선면 일주동로6455번길 9, 1층",영업
용용다방,"제주특별자치도 서귀포시 표선면 표선동서로 264, 2층",영업
툇마루커피,제주특별자치도 서귀포시 표선면 성읍정의현로 53,영업
메가커피제주혁신도시점,"제주특별자치도 서귀포시 대청로 34, 1층 107호 (강정동, 제주강정유승한내들퍼스트오션상가동)",영업
콩툰서귀포점,"제주특별자치도 서귀포시 명동로 29, 3층 (서귀동)",영업
스타벅스제주에듀시티점,"제주특별자치도 서귀포시 대정읍 에듀시티로 36, 1층",영업
바램,제주특별자치도 서귀포시 안덕면 신화역사로 611,영업
애선양행,"제주특별자치도 서귀포시 중앙로72번길 8-19, 1층 (서귀동)",영업
플라넬,"제주특별자치도 서귀포시 남원읍 남원체육관로 326, 탐나빌제2동 1층 101호",영업
씨유서귀걸매점,제주특별자치도 서귀포시 일주동로 8709 (서귀동),영업
이마고,"제주특별자치도 서귀포시 표선면 세화강왓로 78, 1층",영업
제주아우룸,"제주특별자치도 서귀포시 보목로64번길 22, 1층 (보목동)",영업
아마니타,제주특별자치도 서귀포시 표선면 표선중앙로 68,영업
나성수두리보말톳칼국수,제주특별자치도 서귀포시 천제연로 186-1 (중문동),영업
나누리김밥천국,제주특별자치도 서귀포시 안덕면 화순로 104-1,영업
운송,제주특별자치도 서귀포시 홍중로 8 (서홍동),영업
하올람 커피,"제주특별자치도 서귀포시 명동로 32, 3층 (서귀동)",영업
한라전복,제주특별자치도 서귀포시 성산읍 해맞이해안로 2732,영업
금선다원,제주특별자치도 서귀포시 신효중앙로 7 (신효동),영업
세븐일레븐서귀포동홍점,"제주특별자치도 서귀포시 동홍중앙로 70, 1층 (동홍동)",영업
비브레이브,제주특별자치도 서귀포시 신서로48번길 66 (서호동),영업
효은,"제주특별자치도 서귀포시 안덕면 덕수회관로 14, 1층",영업
지에스25수산삼거리점,제주특별자치도 서귀포시 성산읍 서성일로 1029,영업
부영씨씨관광호텔휴게음식점,"제주특별자치도 서귀포시 남원읍 남조로 960, 2층",영업
씨유서귀포염돈길점,제주특별자치도 서귀포시 일주서로 138 (강정동),영업
퀴즈노스서브제주서귀포동홍점,"제주특별자치도 서귀포시 일주동로 8621, 1층 (동홍동)",영업
먹고가게,제주특별자치도 서귀포시 동문로 62 (서귀동),영업
지에스25중문희망점,"제주특별자치도 서귀포시 중문로 53, 1층 (중문동)",영업
지에스25성산신양점,"제주특별자치도 서귀포시 성산읍 섭지코지로26번길 6, 1호",영업
아줄레주,"제주특별자치도 서귀포시 성산읍 신풍하동로19번길 59, 나동",영업
텀브커피 여객터미널점,"제주특별자치도 서귀포시 성산읍 성산등용로 130-21, 1층",영업
컬러인제주,제주특별자치도 서귀포시 성산읍 난고로42번길 24,영업
씨유제주표선중앙점,제주특별자치도 서귀포시 표선면 표선중앙로 34,영업
에이에이에이(AAA),"제주특별자치도 서귀포시 안덕면 병악로 31, 1층",영업
씨유제주신화아띠점,"제주특별자치도 서귀포시 안덕면 신화역사로188번길 151, 지하1층 (H지구 트레이닝센터)",영업
세븐일레븐대정로드점,"제주특별자치도 서귀포시 대정읍 노을해안로 5, 1층",영업
서귀포국수마을,"제주특별자치도 서귀포시 중앙로 41, 1층 (서귀동)",영업
하효살롱,제주특별자치도 서귀포시 효돈순환로 217-8 (하효동),영업
리틀비틀모슬포점,"제주특별자치도 서귀포시 대정읍 하모중앙로 48, 2층",영업
베케,제주특별자치도 서귀포시 효돈로 54 (신효동),영업
지에스25제주신평점,제주특별자치도 서귀포시 대정읍 중산간서로 2613,영업
씨유서귀호근사거리점,"제주특별자치도 서귀포시 서호호근로 75, 1층 (서호동)",영업
생수천쉼터,"제주특별자치도 서귀포시 색달로81번길 53, 1층 (색달동)",영업
금화다방,"제주특별자치도 서귀포시 대정읍 하모중앙로 77, 2층",영업
원꼬치,"제주특별자치도 서귀포시 중정로73번길 9, 1층 (서귀동)",영업
아우토반피시방,제주특별자치도 서귀포시 중앙로48번길 15 (서귀동),영업
GS25서귀동홍반석점,"제주특별자치도 서귀포시 동홍로162번길 3, 1층 (동홍동)",영업
씨유서귀홍중로점,"제주특별자치도 서귀포시 홍중로27번길 1, 1층 (서홍동)",영업
(주)코리아세븐 서귀포서문로점,제주특별자치도 서귀포시 서문로41번길 2 (서귀동),영업
씨유서귀동홍북로점,제주특별자치도 서귀포시 동홍북로 22-1 (동홍동),영업
개미와베짱이,"제주특별자치도 서귀포시 남원읍 태위로663번길 1, 1층",영업
씨유서귀동홍시민점,제주특별자치도 서귀포시 동홍로 29 (서귀동),영업
세븐일레븐서귀포동홍현대점,제주특별자치도 서귀포시 동홍남로 70 (동홍동),영업
풀가개비,제주특별자치도 서귀포시 성산읍 서성일로 335,영업
슈언니마카롱,"제주특별자치도 서귀포시 이어도로 931, 1층 (법환동)",영업
제주귤낭농원,제주특별자치도 서귀포시 성산읍 서성일로 936,영업
에스케이엘이씨,"제주특별자치도 서귀포시 토평공단로 78-22, 1동 1층 (토평동)",영업
철수와영희,"제주특별자치도 서귀포시 대정읍 상모로290번길 29, 1층",영업
파우제,"제주특별자치도 서귀포시 인정오름로86번길 2, 지하층 (토평동)",영업
(Boo coffee)부커피,제주특별자치도 서귀포시 천제연로 21 (색달동),영업
못난이찹쌀꽈배기신시가지점,"제주특별자치도 서귀포시 신서귀로 35 (법환동, 신시가지점)",영업
투썸플레이스신화빌라스점,"제주특별자치도 서귀포시 안덕면 신화역사로304번길 139, 1층 (제주신화빌라스 한국스퀘어)",영업
씨유서귀대정시계탑점,제주특별자치도 서귀포시 대정읍 하모이삼로52번길 18-3,영업
배스킨라빈스서귀포대정점,"제주특별자치도 서귀포시 대정읍 하모상가로 49, 1층",영업
이삭토스트서귀포광장점,제주특별자치도 서귀포시 중앙로 92 (서귀동),영업
장제현커피,제주특별자치도 서귀포시 중문관광로72번길 53 (색달동),영업
씨유서귀법환점,제주특별자치도 서귀포시 이어도로 916 (법환동),영업
J커피숍,제주특별자치도 서귀포시 부두로 44 (서귀동),영업
씨에스호텔시젠,제주특별자치도 서귀포시 중문관광로 198 (중문동),영업
근호다방,"제주특별자치도 서귀포시 성산읍 일출로 18, 지하1층",영업
아름이네분식,제주특별자치도 서귀포시 동문로 69 (서귀동),영업
말자네,제주특별자치도 서귀포시 효돈로 158 (하효동),영업
제주흑돈만두대정점,제주특별자치도 서귀포시 대정읍 신영로 117,영업
씨유제주영어마을점,"제주특별자치도 서귀포시 대정읍 글로벌에듀로145번길 40, 106호",영업
씨유제주516도로점,"제주특별자치도 서귀포시 516로 176, 1층 (토평동)",영업
구면카페,제주특별자치도 서귀포시 표선면 중산간동로5220번길 47,영업
씨유서귀최남단해안로점,"제주특별자치도 서귀포시 대정읍 최남단해안로125번길 3, 1층",영업
씨유서귀동홍대림점,"제주특별자치도 서귀포시 동홍중앙로 58-1, 1층 (동홍동)",영업
카페용오름,"제주특별자치도 서귀포시 이어도로 297, 1층 (하원동)",영업
지에스25성산삼달점,제주특별자치도 서귀포시 성산읍 일주동로 5251,영업
아일랜드,제주특별자치도 서귀포시 남원읍 태위로 672-8,영업
185펜션,"제주특별자치도 서귀포시 성산읍 일주동로 5428-40, 1층",영업
밥말리,"제주특별자치도 서귀포시 표선면 표선중앙로 75, 1층",영업
지에스25이중섭거리점,제주특별자치도 서귀포시 이중섭로 16 (서귀동),영업
엘에이만화카페,"제주특별자치도 서귀포시 일주동로 8717, 1층 (서귀동)",영업
탐라씨앤에프(c&f),"제주특별자치도 서귀포시 천제연로 242, 2층 (중문동)",영업
배스킨라빈스중문점,"제주특별자치도 서귀포시 천제연로 181, 1층 (중문동)",영업
제주흑돈만두,제주특별자치도 서귀포시 성산읍 고성오조로 50,영업
지에스25서귀덕수점,"제주특별자치도 서귀포시 안덕면 덕수서로 21, 1층",영업
귤낭농산물카페,"제주특별자치도 서귀포시 태평로353번길 14, 1층 (서귀동)",영업
세븐일레븐서귀포중앙점,"제주특별자치도 서귀포시 태평로431번길 32, 1층 (서귀동)",영업
세븐일레븐서귀포성읍점,제주특별자치도 서귀포시 표선면 성읍정의현로 110,영업
지에스25화순아일랜드점,"제주특별자치도 서귀포시 안덕면 화순중앙로 94, 2층",영업
씨유서귀서광신화점,"제주특별자치도 서귀포시 안덕면 녹차분재로 64, 1층",영업
망고레이천지연폭포점,"제주특별자치도 서귀포시 남성중로 2-3, 1층 (서홍동)",영업
다란,제주특별자치도 서귀포시 성산읍 난산로41번길 39-7,영업
지에스25대포중앙점,"제주특별자치도 서귀포시 천제연로 278, A동 (중문동)",영업
감저,제주특별자치도 서귀포시 대정읍 대한로 22,영업
미쇼니분식,"제주특별자치도 서귀포시 대정읍 하모중앙로 74, 1층",영업
에이바우트커피서귀포혁신도시점,"제주특별자치도 서귀포시 서호남로32번길 37, 1층 (서호동)",영업
봄봄,"제주특별자치도 서귀포시 대청로 37, 1층 (강정동)",영업
메가엠지씨커피제주남원점,"제주특별자치도 서귀포시 남원읍 태위로 660, 1층",영업
비욘드북카페,"제주특별자치도 서귀포시 성산읍 신천동로 24-30, 1,2층",영업
용순김밥,"제주특별자치도 서귀포시 중앙로 199, 1층 17호 (서홍동, 서강파인힐5차)",영업
오케이다방,"제주특별자치도 서귀포시 대정읍 신영로36번길 45, 지하1층",영업
카페수애기,"제주특별자치도 서귀포시 안덕면 화순중앙로 132, 2층",영업
메인스트리트스낵(Main Street Snacks),"제주특별자치도 서귀포시 안덕면 신화역사로304번길 98, 1층",영업
소소희,"제주특별자치도 서귀포시 대정읍 영어도시로 27-2, 1층 102호",영업
수망일기,"제주특별자치도 서귀포시 남원읍 남조로 593-2, 1층",영업
수복커피,"제주특별자치도 서귀포시 중앙로101번길 7, 1층 (서홍동)",영업
스타벅스제주성산DT점,"제주특별자치도 서귀포시 성산읍 일출로 80, 1,2층",영업
제주섬SUM분식,제주특별자치도 서귀포시 중정로73번길 18 (서귀동),영업
세븐일레븐서귀포시서강파인힐점,"제주특별자치도 서귀포시 중앙로 199, 1층 1호 (서홍동, 서강파인힐)",영업
메가커피제주동홍점,제주특별자치도 서귀포시 동홍로 98 (동홍동),영업
지에스25제주성읍점,제주특별자치도 서귀포시 표선면 서성일로 24,영업
씨유서귀우리들점,"제주특별자치도 서귀포시 서홍로 161, 1층 (서홍동)",영업
서양차관,"제주특별자치도 서귀포시 보목포로 145, 1층 (하효동)",영업
영캠프피씨방서귀포캠프,"제주특별자치도 서귀포시 동홍로 49-7, 2층 (동홍동)",영업
러빙헛제주점,제주특별자치도 서귀포시 남원읍 일주동로 7036,영업
오늘의바다,제주특별자치도 서귀포시 이어도로 990 (법환동),영업
지에스25서귀포점,"제주특별자치도 서귀포시 중앙로62번길 2, 1층 (서귀동)",영업
나의왼손,제주특별자치도 서귀포시 성산읍 삼달로 133,영업
지에스25효돈사거리점,"제주특별자치도 서귀포시 일주동로 8139, 1층 (하효동)",영업
씨유서귀포시청점,제주특별자치도 서귀포시 신북로 39 (강정동),영업
씨유제주삼정지에듀점,"제주특별자치도 서귀포시 대정읍 에듀시티로 148, 105호",영업
남원PC방,"제주특별자치도 서귀포시 남원읍 태위로 685, 2층",영업
성산와플칸,"제주특별자치도 서귀포시 성산읍 일출로 274-1, 2층",영업
투썸플레이스영어도시점,"제주특별자치도 서귀포시 대정읍 글로벌에듀로 370, 111~113호",영업
산방산상회,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-62,영업
긍정동커피,"제주특별자치도 서귀포시 중정로 34, 1층 102호 (서귀동)",영업
지에스25서귀도순점,"제주특별자치도 서귀포시 일주서로 327, 1층 (도순동)",영업
리틀비틀키즈카페서귀포점,"제주특별자치도 서귀포시 이어도로 1059, 1층 (서호동)",영업
세븐일레븐중문오성점,제주특별자치도 서귀포시 중문관광로 31 (색달동),영업
싱그러우니,제주특별자치도 서귀포시 일주서로 1287-1 (상예동),영업
오하효,"제주특별자치도 서귀포시 칠십리로 752, 2층 (하효동)",영업
달쥬,제주특별자치도 서귀포시 김정문화로 9 (강정동),영업
제주어묵,"제주특별자치도 서귀포시 중앙로54번길 14, 1층 (서귀동)",영업
뜻밖의발견,"제주특별자치도 서귀포시 신서로122번길 38, 1층 (강정동)",영업
쿠킹클래스카페어썸,제주특별자치도 서귀포시 동홍북로 27-7 (동홍동),영업
씨유서귀중흥에스점,"제주특별자치도 서귀포시 대청로 12, 1층 103호 (강정동, 서귀포시강정지구3블럭중흥에스-클래스)",영업
카페도구리3083,"제주특별자치도 서귀포시 대정읍 노을해안로 702, 1층",영업
지에스25중문오션클라우드,"제주특별자치도 서귀포시 천제연로178번길 26, 지하3층 엘301호,302호 (중문동)",영업
씨유서귀대정아이파크점,"제주특별자치도 서귀포시 대정읍 에듀시티로239번길 8, 1층 112호",영업
이니스프리제주하우스,"제주특별자치도 서귀포시 안덕면 신화역사로 15, 1층",영업
쏭스핫도그제주강정점,"제주특별자치도 서귀포시 이어도로 633, 1층 101호 (강정동)",영업
아뽀밍고,"제주특별자치도 서귀포시 성산읍 일출로 230, 3층",영업
도너츠윤제주점,제주특별자치도 서귀포시 성산읍 고성중앙로 79,영업
카페앙끄레,"제주특별자치도 서귀포시 성산읍 서성일로 1139, 1층",영업
던킨도너츠제주영어도시점,"제주특별자치도 서귀포시 대정읍 글로벌에듀로 370, 1층 151호",영업
맛있는김밥하우스,"제주특별자치도 서귀포시 일주동로 8547-9, 1층 (동홍동)",영업
소요유,"제주특별자치도 서귀포시 일주동로8666번길 7, 1층 (동홍동)",영업
메가엠지씨커피성산일출봉점,"제주특별자치도 서귀포시 성산읍 일출로 284-3, 1,2층",영업
휴,"제주특별자치도 서귀포시 대정읍 영어도시로 70, 1층",영업
삼성웰스토리(주)호텔신라제주카페,제주특별자치도 서귀포시 중문관광로72번길 75 (색달동),영업
카페커피메딕,"제주특별자치도 서귀포시 이어도로 61, 1층 (대포동)",영업
영아리커피,제주특별자치도 서귀포시 남원읍 남조로 996,영업
초가시월,"제주특별자치도 서귀포시 표선면 성읍정의현로22번길 9-2, 제04호",영업
그레이스팜,"제주특별자치도 서귀포시 칠십리로 309, 1층 (토평동)",영업
라움인제주,제주특별자치도 서귀포시 성산읍 신양로 52,영업
시ㅤㅇㅗㅌ,"제주특별자치도 서귀포시 동홍서로96번길 6, 1층 (동홍동)",영업
제주펫,"제주특별자치도 서귀포시 남원읍 한신로531번길 22-3, 1층",영업
씨유서귀월드컵로점,"제주특별자치도 서귀포시 월드컵로 8, 1층 102호 (강정동)",영업
씨유서귀논짓물점,"제주특별자치도 서귀포시 논짓물로 15-10, 1층 (하예동)",영업
메가엠지씨커피서귀포효돈점,"제주특별자치도 서귀포시 일주동로 8088, 1층 (하효동)",영업
지에스25성산오일장점,"제주특별자치도 서귀포시 성산읍 고성오조로 106, 1층",영업
서귀샌드,"제주특별자치도 서귀포시 태평로 347, 1층 (서귀동)",영업
송사부수제쌀고로케,"제주특별자치도 서귀포시 일주동로 9209, 이마트서귀포점 (법환동)",영업
KFC제주서귀포DI,제주특별자치도 서귀포시 일주동로 8668 (동홍동),영업
파파토스트(PaPaToast),제주특별자치도 서귀포시 남성중로 2-3 (서홍동),영업
카페촐,제주특별자치도 서귀포시 표선면 성읍이리로 74,영업
씨씨씨카페커브코너,"제주특별자치도 서귀포시 홍중로27번길 17, 1층 (서홍동)",영업
제닉스아레나피씨방,"제주특별자치도 서귀포시 중정로61번길 1, 3층 (서귀동)",영업
제주전복김밥,"제주특별자치도 서귀포시 성산읍 신양로 79, 섭지아라빌 1층",영업
섭지로카페,"제주특별자치도 서귀포시 성산읍 섭지코지로25번길 63, 지하1층, 지상1층",영업
스톤수프(STONE SOUP),"제주특별자치도 서귀포시 칠십리로658번길 27-13, 1층 (하효동)",영업
더벤티신서귀포점,"제주특별자치도 서귀포시 김정문화로 67-1, 1층 (서호동)",영업
오라디오라,"제주특별자치도 서귀포시 안덕면 사계로114번길 54-102, 2층",영업
선재다원,제주특별자치도 서귀포시 표선면 성읍민속로 148,영업
동백점빵,"제주특별자치도 서귀포시 남원읍 생기악로 53-37, 1층",영업
모슬포정미소,"제주특별자치도 서귀포시 대정읍 하모중앙로 57-3, 모슬포정미소 1층",영업
청춘당꽈배기서귀점,"제주특별자치도 서귀포시 일주동로 8800, A동 1층 (서홍동)",영업
낭커피,"제주특별자치도 서귀포시 남원읍 하례돈야로 4, 1층",영업
세븐일레븐일출로점,"제주특별자치도 서귀포시 성산읍 일출로 234, 1층",영업
씨유서귀포점,"제주특별자치도 서귀포시 중정로 52, 1층 (서귀동)",영업
카페우다,"제주특별자치도 서귀포시 이어도로 573, 2층 (강정동)",영업
레몬비토계촌점,"제주특별자치도 서귀포시 일주동로 8884, 토계촌식당 1층 (호근동)",영업
서귀포더웰테라스세븐일레븐,"제주특별자치도 서귀포시 천제연로 144, 1층 102호 (중문동)",영업
씨유신서귀로점,"제주특별자치도 서귀포시 김정문화로27번길 9-6, 1층 (강정동)",영업
씨유서귀김정문화로점,"제주특별자치도 서귀포시 신서로 69, 101동 1층 101호 (강정동, 강정지예타운)",영업
지에스25서귀돈내코점,"제주특별자치도 서귀포시 산록남로 2754, 1층 (상효동)",영업
