사업장명,도로명전체주소
감미롭다제주,제주특별자치도 서귀포시 막동산로 8-3 (호근동)
피자탑서귀포점,제주특별자치도 서귀포시 일주동로 8720 (서홍동)
주구장창,제주특별자치도 서귀포시 중앙로89번길 2 (서귀동)
서양국수공방,제주특별자치도 서귀포시 태평로371번길 32 (서귀동)
현가네정식,제주특별자치도 서귀포시 중앙로71번길 7 (서귀동)
영실국수서귀포중문본점,제주특별자치도 서귀포시 일주서로 470 (하원동)
청주본가,"제주특별자치도 서귀포시 홍중로 11, 1층 (서홍동)"
그디가게,"제주특별자치도 서귀포시 성산읍 고성동서로 54, 2층"
은희네해장국표선점,"제주특별자치도 서귀포시 표선면 표선중앙로 8-4, 1층"
연담,제주특별자치도 서귀포시 천제연로207번길 20 (중문동)
엘림소반,"제주특별자치도 서귀포시 대정읍 추사로 288-6, 1층"
글라,"제주특별자치도 서귀포시 서문로41번길 28, 1층 (서귀동)"
"탐나는식당몸국,고사리해장국","제주특별자치도 서귀포시 하신상로 148, 1층 (신효동)"
석경초밥,"제주특별자치도 서귀포시 천지로 18, 1층 (서귀동)"
김명자굴국밥성산점,제주특별자치도 서귀포시 성산읍 성산중앙로 46-1
더비욘드,"제주특별자치도 서귀포시 예래해안로 542, 4층 (상예동)"
더인티니티바,"제주특별자치도 서귀포시 예래해안로 542, B3층 (상예동)"
파노라마,"제주특별자치도 서귀포시 예래해안로 542, B2층 (상예동)"
천짓골식당,제주특별자치도 서귀포시 중앙로41번길 4 (서귀동)
벽옥반,제주특별자치도 서귀포시 동문로 30-2 (서귀동)
안거리밖거리,제주특별자치도 서귀포시 솔동산로 6-1 (서귀동)
별잔달잔,제주특별자치도 서귀포시 대정읍 신영로 101
일호반식당,제주특별자치도 서귀포시 성산읍 고성오조로 87
좋은가든,제주특별자치도 서귀포시 예래로 255-24 (하예동)
서귀포대정식당,제주특별자치도 서귀포시 중앙로89번길 17 (서귀동)
틈새식당,제주특별자치도 서귀포시 천제연로207번길 4 (중문동)
온더스톤브런치카페제주성산점,"제주특별자치도 서귀포시 성산읍 해맞이해안로 2746, H동 1~2층"
두마리찜닭두찜서귀포동홍점,제주특별자치도 서귀포시 중산간동로 8003 (동홍동)
월드컵흑돼지,제주특별자치도 서귀포시 월드컵로 74 (법환동)
대정추어탕전문,제주특별자치도 서귀포시 대정읍 상모로 296
놀부내장탕,제주특별자치도 서귀포시 대정읍 영서중로 21-5
정소암식당,제주특별자치도 서귀포시 표선면 서성일로 21
보목해녀의집,제주특별자치도 서귀포시 보목포로 46 (보목동)
장보고 민물장어,제주특별자치도 서귀포시 대정읍 영서중로19번길 12
조림명가,제주특별자치도 서귀포시 중앙로47번길 19 (서귀동)
BHC제주남원점,제주특별자치도 서귀포시 남원읍 남원회관로 55
24시송가해장국,제주특별자치도 서귀포시 이중섭로 10 (서귀동)
풀사이드바(Poolside Bar),제주특별자치도 서귀포시 중문관광로72번길 75 (색달동)
제주버들못,제주특별자치도 서귀포시 표선면 표선중앙로32번길 36
네네치킨대정점,"제주특별자치도 서귀포시 대정읍 하모항구로6번길 27, 1층"
뉴욕버거서귀포점,"제주특별자치도 서귀포시 동홍중앙로 52, 1층 (동홍동)"
산방산나들목,"제주특별자치도 서귀포시 안덕면 사계남로 189, 1층"
바다가보이는까떼커피,"제주특별자치도 서귀포시 표선면 민속해안로 594, 2층"
연탄불고기,"제주특별자치도 서귀포시 대정읍 상모로 322-1, 1층"
다이빙맛,"제주특별자치도 서귀포시 남원읍 남원체육관로40번길 3, 1층"
정은카페,"제주특별자치도 서귀포시 성산읍 동류암로39번길 9-1, 2층"
표선얼큰이신서귀포점,"제주특별자치도 서귀포시 신서귀로97번길 84, 2층 (강정동)"
동서순대,제주특별자치도 서귀포시 중앙로101번길 20 (서홍동)
(주)우리들리조트제주-그늘집2,제주특별자치도 서귀포시 산록남로 2914 (상효동)
주식회사더클래식씨씨,제주특별자치도 서귀포시 남원읍 남조로 1105
한일수산횟집,제주특별자치도 서귀포시 홍중로 3 (서홍동)
남제주화력발전소 구내식당,제주특별자치도 서귀포시 안덕면 화순해안로106번길 55
표선얼큰이와 피자디노 동홍점,제주특별자치도 서귀포시 동홍중앙로66번길 30-8 (동홍동)
오늘은춘봉이네,제주특별자치도 서귀포시 김정문화로 59 (서호동)
자담치킨제주남원점,제주특별자치도 서귀포시 남원읍 태위로679번길 12-1
굽네치킨모슬포점,"제주특별자치도 서귀포시 대정읍 하모중앙로32번길 17, 1층"
윌라라,제주특별자치도 서귀포시 성산읍 성산중앙로 33
로로417,제주특별자치도 서귀포시 태평로 417 (서귀동)
한가름,제주특별자치도 서귀포시 표선면 가시로565번길 16
비스트로낭,제주특별자치도 서귀포시 안덕면 화순로 154-25
온평마을일번지,"제주특별자치도 서귀포시 성산읍 환해장성로 803, 1층"
번네식당,제주특별자치도 서귀포시 안덕면 산방로 16
토마토휴게소,"제주특별자치도 서귀포시 성산읍 성산등용로 96-7, 1층"
영춘반점,"제주특별자치도 서귀포시 중앙로 154, 1층 (서홍동)"
법환맛씸,"제주특별자치도 서귀포시 이어도로 907, 1층 (법환동)"
형아시횟집,제주특별자치도 서귀포시 이어도로 778-1 (강정동)
볼레낭개,"제주특별자치도 서귀포시 보목포로 3, 1층 (보목동)"
모슬포2호텔식당,"제주특별자치도 서귀포시 대정읍 최남단해안로30번길 13, 1층"
순두부엔짬뽕,"제주특별자치도 서귀포시 새왓로 20, 1층 (서호동)"
일출제주흑돼지,"제주특별자치도 서귀포시 성산읍 일출로15번길 2, 1층"
베메로(BAKE MAKE ROAST),"제주특별자치도 서귀포시 중문관광로72번길 29-9, 라동 1,2층 (색달동)"
카페멘도롱,제주특별자치도 서귀포시 대정읍 하모항구로 70
곤밥비빔밥,제주특별자치도 서귀포시 홍중로 13 (서홍동)
도두반점호텔더본점,"제주특별자치도 서귀포시 색달로 18, 지하1층 2호 (색달동)"
스시쿄다이,제주특별자치도 서귀포시 동홍남로 53 (동홍동)
이비가짬뽕신화월드점,"제주특별자치도 서귀포시 안덕면 신화역사로 502, 2층"
돈키호테샌드위치앤하몽,"제주특별자치도 서귀포시 호근남로 37, 지하1층 (호근동)"
하나식당,"제주특별자치도 서귀포시 대정읍 신영로94번길 3-1, 1층"
비행접시,"제주특별자치도 서귀포시 대정읍 송악관광로 218-40, 1층"
남원추어탕,"제주특별자치도 서귀포시 중앙로62번길 5, 1층 (서귀동)"
아그네스,제주특별자치도 서귀포시 서문로29번길 14 (서귀동)
해를품은닭,제주특별자치도 서귀포시 표선면 표선중앙로 84
최남단식당,"제주특별자치도 서귀포시 대정읍 최남단해안로 40, 1층"
짱이네,제주특별자치도 서귀포시 명동로 5 (서귀동)
동남식당,제주특별자치도 서귀포시 성산읍 고성오조로 84-1
중문맛집본점,제주특별자치도 서귀포시 천제연로 193 (중문동)
행운숯불갈비,제주특별자치도 서귀포시 부두로 12 (서귀동)
구럼비나무,"제주특별자치도 서귀포시 법환로 15, 1층 (법환동)"
돈가네우가네,제주특별자치도 서귀포시 동홍중앙로 52 (동홍동)
일돈성산흑돼지,제주특별자치도 서귀포시 성산읍 환해장성로 913
대정역,"제주특별자치도 서귀포시 대정읍 신영로 114, 2층"
덕산,제주특별자치도 서귀포시 성산읍 성산중앙로 58
오늘은뒷고기,"제주특별자치도 서귀포시 천지로 29, 1층 (서귀동)"
섭지반점,"제주특별자치도 서귀포시 성산읍 섭지코지로25번길 34, 1층"
프레드허쉬,"제주특별자치도 서귀포시 태평로 416-1, 2층 (서귀동)"
마씸(Massim),제주특별자치도 서귀포시 성산읍 환해장성로 129-1
제주대패돈삼겹,제주특별자치도 서귀포시 남원읍 태위로 690-8
고기어때?,"제주특별자치도 서귀포시 남원읍 태위로689번길 11, 1층"
속초코다리냉면산방산점,"제주특별자치도 서귀포시 안덕면 사계로114번길 54-62, 1층"
해비치쉼터,제주특별자치도 서귀포시 표선면 표선중앙로 109
사계주막,"제주특별자치도 서귀포시 안덕면 형제해안로 13-1, 1층 (사계어촌계)"
본초불닭발서홍동점,"제주특별자치도 서귀포시 홍중로 52, 1층 (서홍동)"
라운지에스,"제주특별자치도 서귀포시 중문관광로72번길 75, 3층 (색달동)"
신팔도강산,제주특별자치도 서귀포시 남원읍 태위로 82
편운산방,제주특별자치도 서귀포시 성산읍 서성일로 898-38
연송갈치요리,제주특별자치도 서귀포시 칠십리로 145 (서귀동)
산들치킨,제주특별자치도 서귀포시 중산간동로 8003 (동홍동)
남양수산,제주특별자치도 서귀포시 성산읍 고성동서로56번길 11
포레스타,제주특별자치도 서귀포시 칠십리로 264 (토평동)
난타5000피자강정지구점,"제주특별자치도 서귀포시 대청로25번길 10-8, 1층 (강정동)"
교촌치킨서귀포혁신도시점,"제주특별자치도 서귀포시 신서귀로97번길 55, 1층 (강정동)"
오라오라,"제주특별자치도 서귀포시 홍중로 73, 1층 (서홍동)"
이디아장,제주특별자치도 서귀포시 안덕면 산방로 214
위미테이블,제주특별자치도 서귀포시 남원읍 태위로 180
형제섬보말칼국수,"제주특별자치도 서귀포시 대정읍 형제해안로 318, 1층"
여우와놀던닭보목점,제주특별자치도 서귀포시 칠십리로 474 (보목동)
중문예지원,제주특별자치도 서귀포시 천제연로 129 (중문동)
흑돼지자투리구이식당,제주특별자치도 서귀포시 천지로 42 (서귀동)
해맞이동산,제주특별자치도 서귀포시 표선면 번영로 2658-2
첨밀밀양고기,제주특별자치도 서귀포시 표선면 표선동서로 234
토평원,제주특별자치도 서귀포시 토평서로44번길 2 (토평동)
강희네,제주특별자치도 서귀포시 서문서로55번길 2 (서귀동)
아일랜드에프,
에이스,제주특별자치도 서귀포시 일주동로 8545 (동홍동)
푸주옥서귀포점,제주특별자치도 서귀포시 신서귀로 3 (법환동)
돼지궁뎅이,제주특별자치도 서귀포시 중앙로41번길 7 (서귀동)
대평리마을회명물식당,
뿐이네밥집,제주특별자치도 서귀포시 검은여로 178 (토평동)
앤모슬포점,제주특별자치도 서귀포시 대정읍 상모로 311-1
한마음가든,제주특별자치도 서귀포시 일주동로 8272 (신효동)
목포고을본점,제주특별자치도 서귀포시 일주서로 968-5 (색달동)
신혼듸모영,제주특별자치도 서귀포시 중정로91번길 53 (서귀동)
해피포차,제주특별자치도 서귀포시 명동로 15 (서귀동)
제주섭지회관,제주특별자치도 서귀포시 성산읍 섭지코지로 62
늘푸른식당,제주특별자치도 서귀포시 동홍중앙로 8 (동홍동)
오늘싱싱회,"제주특별자치도 서귀포시 신서로48번길 20-9, 1층 1호 (강정동)"
흑도니,제주특별자치도 서귀포시 표선면 일주동로 6291
경아네집밥,제주특별자치도 서귀포시 중문로 90 (중문동)
신시가지안성식당,제주특별자치도 서귀포시 김정문화로 69-1 (서호동)
탐라국꾼,제주특별자치도 서귀포시 남원읍 태위로 673
해비치블랙,제주특별자치도 서귀포시 표선면 민속해안로 578-4
봄므,제주특별자치도 서귀포시 태평로 60 (호근동)
겸성식당,제주특별자치도 서귀포시 이어도로 918 (법환동)
한라연회,제주특별자치도 서귀포시 중문관광로72번길 75 (색달동)
동성수산,제주특별자치도 서귀포시 대정읍 최남단해안로 46
(주)누가의료기지점누가빌리지,제주특별자치도 서귀포시 산록남로 2704 (토평동)
오랑주리,제주특별자치도 서귀포시 남원읍 하례로 296
천년동안애,제주특별자치도 서귀포시 중앙로 70-1 (서귀동)
안뜨레제주집,제주특별자치도 서귀포시 신서귀로51번길 5 (법환동)
세영식품(주)제주아쿠아플라넷점,"제주특별자치도 서귀포시 성산읍 섭지코지로 95, Aqua Planet Jeju 지1층"
몬딱,제주특별자치도 서귀포시 안덕면 화순중앙로 132
바른피자,제주특별자치도 서귀포시 중문관광로 296 (대포동)
썬라이즈호텔카페,"제주특별자치도 서귀포시 중문관광로 310, 1층 (중문동)"
소라성,"제주특별자치도 서귀포시 막숙포로40번길 6, 2층 (법환동)"
이매화지혜제주해물밥표선점,제주특별자치도 서귀포시 표선면 민속해안로 19
자매해장국,제주특별자치도 서귀포시 남원읍 남원회관로 97
준식당,제주특별자치도 서귀포시 신서로 81-3 (강정동)
에이그라운드,제주특별자치도 서귀포시 성산읍 서성일로 431
웃음꽃,"제주특별자치도 서귀포시 표선면 표선동서로 258, 1층"
주민상회화순점,제주특별자치도 서귀포시 안덕면 화순로 131
호꼼,
버디클럽스크린골프,"제주특별자치도 서귀포시 대청로 41, 5층 503호 (강정동, 블루빌딩)"
흑돼지박스,제주특별자치도 서귀포시 성산읍 신양로 100
통족표선점,"제주특별자치도 서귀포시 표선면 표선중앙로58번길 10, 1층"
로이앤메이,제주특별자치도 서귀포시 성산읍 온평상하로15번길 12-7
윤씨네숯불갈비,"제주특별자치도 서귀포시 동홍남로 28, B동 1층 (동홍동)"
수수향,"제주특별자치도 서귀포시 남원읍 위미항구로 74, 1층"
범프스낵(Bump Snacks),"제주특별자치도 서귀포시 안덕면 신화역사로304번길 98, 1층"
