사업장명,도로명전체주소,상세영업상태명
토끼가아이스크림먹고가래,"제주특별자치도 제주시 구좌읍 해맞이해안로 420, 1층",영업
초량포차,"제주특별자치도 제주시 서광로20길 2, 1층 (삼도일동)",영업
미호지함,"제주특별자치도 제주시 관덕로13길 11, 1층 (일도일동)",영업
스톤그레이,"제주특별자치도 제주시 한경면 일주서로 4459-10, 1층",영업
도두봉국수,"제주특별자치도 제주시 일주서로 7705, 1층 (도두일동)",영업
너와나,"제주특별자치도 제주시 연동8길 21, 1층 (연동)",영업
우여,"제주특별자치도 제주시 청귤로 4, 1층 (이도이동)",영업
글로와펍,"제주특별자치도 제주시 조천읍 조함해안로 610-6, 1층",영업
고양이부엌제주시점,"제주특별자치도 제주시 중앙로 238, 2층 (이도이동)",영업
용용선생제주연동점,"제주특별자치도 제주시 은남4길 46, 1-2층 (연동)",영업
제주산방식당외도점,"제주특별자치도 제주시 우정로7길 25, 1층 105호 (외도일동, 해담은)",영업
애월항회초장,"제주특별자치도 제주시 애월읍 애월로11길 19-1, 1층",영업
소랑햄수다,"제주특별자치도 제주시 한림읍 일주서로 5673, 1층",영업
아이스크림크라켄그리고정석농장,"제주특별자치도 제주시 구좌읍 해맞이해안로 480-1, 1~2층 114호",영업
공간상회,"제주특별자치도 제주시 우도면 우도해안길 62, 1층",영업
주식회사한일고속,"제주특별자치도 제주시 임항로 111, 제주항연안여객터미널 골드스텔라 (건입동)",영업
우등생세번째이야기,"제주특별자치도 제주시 간월동로 90-3, 1층 (이도이동)",영업
청춘막창,"제주특별자치도 제주시 신산로 20, 1층 (일도이동)",영업
제주함올레어묵,"제주특별자치도 제주시 한림읍 한림로 424-1, 1층",영업
다채로미,"제주특별자치도 제주시 남광로 72, 1층 (이도이동)",영업
소이네김밥,제주특별자치도 제주시 애월읍 봉성로 64,영업
보보애월,"제주특별자치도 제주시 애월읍 애월로 173, 1층",영업
술술바,"제주특별자치도 제주시 애월읍 곽지1길 26-9, 나동 1층",영업
돈방석에프앤비,"제주특별자치도 제주시 신설로7길 25, 2층 (이도이동)",영업
직화볶음찜닭 볶찜 제주외도점,"제주특별자치도 제주시 우령서로 64, 지1층 (외도일동)",영업
퀸즈에프앤비,"제주특별자치도 제주시 우령서로 64, 지1층 (외도일동)",영업
내손에쏙물회제주,"제주특별자치도 제주시 구좌읍 해맞이해안로 1142, 1층",영업
보말이야기,"제주특별자치도 제주시 한림읍 비양도길 27, 1층",영업
리브레,"제주특별자치도 제주시 한림읍 한림해안로 562, 1층",영업
김준호의대단한갈비제주아라점,"제주특별자치도 제주시 중앙로 523, 1층 (아라일동)",영업
포도바당,"제주특별자치도 제주시 한림읍 협재1길 29, 2층",영업
스물지,"제주특별자치도 제주시 구좌읍 해맞이해안로 470, 2층",영업
풀잎들,"제주특별자치도 제주시 구좌읍 일주동로 3719, 1층",영업
멕시카나치킨더홈노형점,"제주특별자치도 제주시 연북로 41, 메르헨하우스 지1층 비04호 (노형동)",영업
애월연어아라점,"제주특별자치도 제주시 아란7길 11, 1층 (아라일동)",영업
협재나쵸,"제주특별자치도 제주시 한림읍 한림로 335, D동 1층",영업
엑스오엑스오,"제주특별자치도 제주시 한림읍 협재10길 21, 1층",영업
고래배꼽본점,"제주특별자치도 제주시 우도면 우도봉길 2, 1층",영업
연인카페,"제주특별자치도 제주시 구좌읍 세화4길 5, 1층",영업
판다마라집,"제주특별자치도 제주시 연동3길 33, 1층 (연동)",영업
깊은사랑,"제주특별자치도 제주시 관덕로8길 7-12, 호스텔 오렌지트리 1층 (이도일동)",영업
라운지현,"제주특별자치도 제주시 관덕로8길 7-12, 호스텔 오렌지트리 5층 (이도일동)",영업
어마장장동문시장점,"제주특별자치도 제주시 동문로 6-4, 1층 (일도일동)",영업
제주도애월와인바담,"제주특별자치도 제주시 한림읍 일주서로 5856, 1층",영업
인다,"제주특별자치도 제주시 인다13길 40, 1층 (아라일동)",영업
두툼,"제주특별자치도 제주시 조천읍 조천12길 14-6, 1층",영업
미르담,"제주특별자치도 제주시 용화로 1-10, 1층 (용담이동)",영업
바당샌드,"제주특별자치도 제주시 무근성7길 22, 1층 (삼도이동)",영업
잭아레나,"제주특별자치도 제주시 신광로 41, 2층 (연동)",영업
플레이스우도,"제주특별자치도 제주시 우도면 우도해안길 796-1, 1층",영업
사포리디마레,"제주특별자치도 제주시 한림읍 한림해안로 592-1, 2층",영업
퍼사이공제주점,"제주특별자치도 제주시 연동8길 4, 1층 (연동)",영업
제주바다만찬씨갤러리,"제주특별자치도 제주시 연삼로 166, 3~4층 (오라이동)",영업
주식회사한일고속,"제주특별자치도 제주시 임항로 111, 제주항연안여객터미널 블루펄 (건입동)",영업
주식회사한일고속,"제주특별자치도 제주시 임항로 111, 제주항연안여객터미널 실버클라우드 (건입동)",영업
동백부엌,"제주특별자치도 제주시 서해안로 150, 1층 (도두일동)",영업
블루로즈553,"제주특별자치도 제주시 한경면 홍수암로 553, 주2동 1층",영업
놀부보쌈흥부찜닭삼겹본능한림점,"제주특별자치도 제주시 한림읍 한림상로 158-1, 1층",영업
월림공간올드보이,"제주특별자치도 제주시 한림읍 저지14길 72-17, 나동 1층",영업
오늘저녁,"제주특별자치도 제주시 서광로 232-1, 1층 (삼도일동)",영업
라멘쿠다사이,"제주특별자치도 제주시 흥운길 101, 1층 (용담이동)",영업
신마라본색칠성점,"제주특별자치도 제주시 관덕로13길 14, 1층 (일도일동)",영업
고양이선장카페,"제주특별자치도 제주시 우도면 우도해안길 170, 1층",영업
영희네식당,"제주특별자치도 제주시 중앙로22길 5, 1층 (삼도이동)",영업
롱플레이,"제주특별자치도 제주시 구좌읍 동복로 44, 1층",영업
애월삼육공,"제주특별자치도 제주시 애월읍 중엄3길 50, 에뜨왈호텔 1층",영업
송도옥,"제주특별자치도 제주시 흥운길 101, 1층 (용담이동)",영업
수미돼지집,"제주특별자치도 제주시 동광로 77, 1층 (일도이동)",영업
윌리스,"제주특별자치도 제주시 지석15길 7, 1층 (삼양이동)",영업
시에나컨트리클럽스타트하우스,"제주특별자치도 제주시 516로 2695, 1층 (영평동)",영업
우피후피,"제주특별자치도 제주시 한림읍 한림로 545, 101호",영업
완미족발제주연동점,"제주특별자치도 제주시 은남4길 46, 2층 (연동)",영업
설록,"제주특별자치도 제주시 한경면 녹차분재로 607, 1층 101호",영업
무인제주,"제주특별자치도 제주시 애월읍 금성5길 44-9, 1~2층",영업
도원꼬치튀김객,"제주특별자치도 제주시 연동10길 13, 1층 (연동)",영업
도두264,"제주특별자치도 제주시 서해안로 264, 2층 (도두이동)",영업
하이하이볼,"제주특별자치도 제주시 구좌읍 월정1길 55, 1층",영업
하타나카연동점,"제주특별자치도 제주시 신대로12길 15, 1층 (연동)",영업
353숯불갈비,"제주특별자치도 제주시 조천읍 중산간동로 1244, 1층",영업
제주로드팡134,"제주특별자치도 제주시 애월읍 항몽로 134, 101동 1층",영업
버거상점,"제주특별자치도 제주시 구좌읍 해맞이해안로 460, 1층",영업
아마스빌수성,"제주특별자치도 제주시 애월읍 신엄안3길 101, B동 1층",영업
면조아,"제주특별자치도 제주시 구남동4길 59-6, 1층 (아라일동)",영업
수수로,"제주특별자치도 제주시 조천읍 거문오름길 21, 제1동 1층",영업
문어양식장,"제주특별자치도 제주시 한림읍 한림로 372-15, 2층",영업
초밥잇수다,"제주특별자치도 제주시 신설로7길 25, 2층 (이도이동)",영업
공존,"제주특별자치도 제주시 정든로6길 12, 1층 (이도이동)",영업
커피다,"제주특별자치도 제주시 서광로 197-1, 1층 (삼도일동)",영업
오선,"제주특별자치도 제주시 조천읍 선흘동1길 31, 1층",영업
월정치맥축제,"제주특별자치도 제주시 구좌읍 해맞이해안로 462, 1층",영업
슬로우캘리제주점,"제주특별자치도 제주시 박성내동길 60, 1층 (아라이동)",영업
에이치라운지,"제주특별자치도 제주시 한림읍 일주서로 5083-5, 한림리조트 1층",영업
착한집석쇠구이,"제주특별자치도 제주시 한림읍 금능남로 51, 제1동 1층",영업
주식회사해마,"제주특별자치도 제주시 삼무로 28, 2층 (연동)",영업
모란카페,"제주특별자치도 제주시 중앙로 196, 2층 (이도일동)",영업
하바나미역,"제주특별자치도 제주시 한림읍 금능길 60, 1층",영업
어박사함덕점,"제주특별자치도 제주시 조천읍 평사길 7, 2층",영업
호텔레스토랑,"제주특별자치도 제주시 조천읍 남조로 1982, 에코랜드호텔3 지1층",영업
디사이드온,"제주특별자치도 제주시 구좌읍 종달로1길 123, 1층",영업
도주제,"제주특별자치도 제주시 관덕로3길 9-1, 1,2층 (삼도이동)",영업
팔도만찬밀키트노형점,"제주특별자치도 제주시 월광로 140, 1층 102호 (노형동)",영업
아라동산,"제주특별자치도 제주시 봉개대동6길 48-7, 1층 (봉개동)",영업
다섯번째이야기,"제주특별자치도 제주시 연신로 148, 1층 (영평동)",영업
호텔갤러리카페,"제주특별자치도 제주시 조천읍 남조로 1982, 에코랜드호텔3 지1층",영업
호텔수영장스낵바,"제주특별자치도 제주시 조천읍 남조로 1982, 에코랜드호텔6 1층",영업
노형3길3,"제주특별자치도 제주시 노형3길 3, 2층 (노형동)",영업
채정하,"제주특별자치도 제주시 구좌읍 일주동로 3103, 1층",영업
산지해장국세화점,"제주특별자치도 제주시 구좌읍 세평항로 39, A동 1층 101호 (가온누리)",영업
라곰,"제주특별자치도 제주시 청풍남8길 54, 2층 (화북일동)",영업
로라,"제주특별자치도 제주시 한림읍 한림로 371, 4층",영업
롤라,"제주특별자치도 제주시 한림읍 한림로 371, 3층",영업
달빛회포차,"제주특별자치도 제주시 연사3길 10, 1층 (오라이동)",영업
글라고찌,"제주특별자치도 제주시 한림읍 한림로 720-3, 2층",영업
하광루,"제주특별자치도 제주시 애월읍 하광로 42, 1층",영업
보롬창고,"제주특별자치도 제주시 구좌읍 종달항길 3, 1층",영업
공회당,"제주특별자치도 제주시 구좌읍 종달로5길 33-1, 1층",영업
해오반함덕점,"제주특별자치도 제주시 조천읍 조함해안로 514, 2층",영업
십화점,"제주특별자치도 제주시 한경면 신창7길 24, 에이,비동",영업
우리들의별포차,"제주특별자치도 제주시 조천읍 조함해안로 496, 2층",영업
포시즌스,"제주특별자치도 제주시 한천로 29, 유경빌딩 1층 (용담이동)",영업
교래공간,"제주특별자치도 제주시 용해로 125, 3층 (용담이동)",영업
큰아들떡볶이외도점,"제주특별자치도 제주시 우정로7길 30, 1층 (외도일동)",영업
빌레못,"제주특별자치도 제주시 애월읍 곽납로 133-7, 1층",영업
앤젤파스타,"제주특별자치도 제주시 동광로2길 3, 3층 (이도이동)",영업
엄마순대국2호점,"제주특별자치도 제주시 도남로16길 15, 1층 102호 (도남동, 재영샤르빌)",영업
알에프,"제주특별자치도 제주시 광양13길 2, 2층 (이도이동)",영업
후프바베큐,"제주특별자치도 제주시 애월읍 애월북서길 69, 1층",영업
헤르바,"제주특별자치도 제주시 동광로 34, 호텔샬롬 1층 (이도이동)",영업
콘서트,"제주특별자치도 제주시 한림읍 한림로 685, 2층",영업
산방식당함덕점,"제주특별자치도 제주시 조천읍 함덕로 14, 1층",영업
쪽갈비야사랑한닭,"제주특별자치도 제주시 건주로4길 34, 에이플러스타워 1층 109호 (도련일동)",영업
30년불멸의닭발,"제주특별자치도 제주시 중앙로22길 5, 1층 (삼도이동)",영업
오봉집연동점,"제주특별자치도 제주시 연삼로 20, 1층 (연동)",영업
곽지마루네김밥,"제주특별자치도 제주시 애월읍 곽지7길 11, 1층",영업
대패집,"제주특별자치도 제주시 한림읍 한림로 603, 1층",영업
순미네대구반고개무침회,"제주특별자치도 제주시 일주동로 343, 1층 (삼양이동)",영업
봄봄하귀점,"제주특별자치도 제주시 애월읍 하귀로 70, 피카소빌딩 1층 101호",영업
온담,"제주특별자치도 제주시 동광로 94, 1층 (이도이동)",영업
세컨드하우스바이누하스,"제주특별자치도 제주시 탑동로 17, 1~2층 (삼도이동)",영업
부산아지매집,"제주특별자치도 제주시 애월읍 애월로 194, 1층",영업
씨오버더썬샤인,"제주특별자치도 제주시 구좌읍 해맞이해안로 1138, 1층",영업
파라나,"제주특별자치도 제주시 신대로 72, 지하1층 (연동, 현일센츄럴파크뷰)",영업
신의주영웅해장,"제주특별자치도 제주시 중앙로 363, 1층 (이도이동)",영업
샌드웨이브,"제주특별자치도 제주시 구좌읍 해맞이해안로 480-1, 1~2층 105호",영업
판포리아,"제주특별자치도 제주시 한경면 일주서로 4533-19, 제2동 1층",영업
마카리오스,"제주특별자치도 제주시 서흘길 34, 1층 (삼양일동)",영업
미드미,"제주특별자치도 제주시 임항로 111, 제주항연안여객터미널 블루펄 (건입동)",영업
칠돈가본점,"제주특별자치도 제주시 일주서로 7779, 에이동 1층 (노형동)",영업
파사삭행목,"제주특별자치도 제주시 삼무로1길 4, 1층 (연동)",영업
커피비원,"제주특별자치도 제주시 연동4길 28-4, 성우빌 1층 (연동)",영업
그리니티,"제주특별자치도 제주시 신설로9길 2, 1층 (이도이동)",영업
진진제과,"제주특별자치도 제주시 신설로4길 4, 1층 (아라이동)",영업
윰,"제주특별자치도 제주시 인다14길 28-11, 1층 101호 (아라일동)",영업
오늘의감정오감,"제주특별자치도 제주시 구좌읍 세화11길 12, 1층",영업
오레노카츠제주협재점,"제주특별자치도 제주시 한림읍 한림로 392, 선유빌딩 1층",영업
로드22,"제주특별자치도 제주시 원노형로 22, 지하1층 (노형동)",영업
스타벅스제주애월DT점,"제주특별자치도 제주시 애월읍 애월해안로 376, 1~2층",영업
블리스플라워,"제주특별자치도 제주시 박성내동길 39, 1층 (아라이동)",영업
제주에타,"제주특별자치도 제주시 연미길 101, 1층 (연동)",영업
제주동백을담다본점,"제주특별자치도 제주시 연신로 157, 1층 (영평동)",영업
수눌음반찬가게,"제주특별자치도 제주시 정존11길 36, 1층 (노형동)",영업
이너프,제주특별자치도 제주시 애월읍 고성8길 33,영업
검은고래,"제주특별자치도 제주시 은수길 69, 수목원 테마파크 관광지 내 (연동)",영업
얼라이브,"제주특별자치도 제주시 노연로 103, 2층 (연동)",영업
시앤제이,"제주특별자치도 제주시 광양8길 24, 8층 (이도이동)",영업
배터지는생돈까스조천함덕점,"제주특별자치도 제주시 조천읍 함덕12길 5, 1층",영업
인연153,"제주특별자치도 제주시 애월읍 애월해안로 752, 1~2층",영업
지에스25이도구남점,"제주특별자치도 제주시 구남동2길 11-1, 1층 (이도이동)",영업
제주대생협미래샘,"제주특별자치도 제주시 제주대학로 102, 제주대학교 1층 (아라일동)",영업
지에스25제주드림타워점,"제주특별자치도 제주시 원노형6길 11, 1층 (노형동)",영업
반올림피자샵,"제주특별자치도 제주시 우령서로 16, 1층 (외도일동)",영업
커피마씀,"제주특별자치도 제주시 애월읍 애월로 92, 1층",영업
스톤헤이븐,"제주특별자치도 제주시 문송길 16, 1층 (연동)",영업
씨유에코빌리지점,"제주특별자치도 제주시 노연로 30, 1층 101호 (노형동, 에코빌리지)",영업
씨유제주용담중앙점,"제주특별자치도 제주시 남성로2길 3, 1층 (용담일동)",영업
씨유제주연안여객터미널점,"제주특별자치도 제주시 임항로 111, 제주항연안여객터미널 1층 (건입동)",영업
그리트커피,"제주특별자치도 제주시 인다6길 57, 101호 (아라일동)",영업
팬락편의점,"제주특별자치도 제주시 고마로 127, 경천빌딩 4층 (일도이동)",영업
끌림,"제주특별자치도 제주시 전농로 46-1, 1층 (삼도일동)",영업
푸릇프릍,"제주특별자치도 제주시 인다6길 55, 1층 (아라일동)",영업
씨유제주삼화부영6차점,"제주특별자치도 제주시 화삼로 107, 1층 (도련일동, 제주삼화사랑으로부영6차)",영업
동명리공간,"제주특별자치도 제주시 한림읍 한림중앙로 56, 1층",영업
레이즈업커피,"제주특별자치도 제주시 내도13길 5, 1층 103호 (내도동)",영업
온에어피씨방한라대2호점,"제주특별자치도 제주시 한라대학로 76, 2층 (노형동)",영업
12월,"제주특별자치도 제주시 삼봉로 134, 1층 (도련일동)",영업
인베이드피씨카페,"제주특별자치도 제주시 선덕로 5, 2층 (연동)",영업
놀놀플레이그라운드카페,"제주특별자치도 제주시 구좌읍 비자림로 2228, B동 1층",영업
제주바솔트,제주특별자치도 제주시 가령골3길 6 (이도이동),영업
지에스25연동모디움점,"제주특별자치도 제주시 삼무로1길 10-9, 1층 105호 (연동)",영업
지에스25도남해모로점,"제주특별자치도 제주시 도남서길 14, 지하층 (도남동)",영업
연주다방,"제주특별자치도 제주시 남성로2길 11, 1층 (용담일동)",영업
애견카페앤호텔오멍가멍,"제주특별자치도 제주시 어영길 64-14, 지하1층 (용담삼동)",영업
세라비,"제주특별자치도 제주시 진군길 56-6, 1층 (노형동)",영업
신대림마트휴게,"제주특별자치도 제주시 신산로 4, 1층 (일도일동)",영업
세븐일레븐연동국기점,"제주특별자치도 제주시 국기로3길 4, 1층 (연동)",영업
차만,"제주특별자치도 제주시 연북로 254-17, 3층 301호 (오라이동)",영업
하귀농협하나로마트하나로북카페,"제주특별자치도 제주시 애월읍 일주서로 7136, 1층",영업
카페512,"제주특별자치도 제주시 연삼로 512, 1층 (일도이동)",영업
예스예스커피,"제주특별자치도 제주시 구남동8길 26, 1층 (이도이동)",영업
브릿지카페,"제주특별자치도 제주시 애월읍 금성1길 29-3, 1층",영업
도두해수파크구내매점,"제주특별자치도 제주시 서해안로 236, 도두해수파크 3층 (도두일동)",영업
숯가마매점,"제주특별자치도 제주시 서해안로 236, 도두해수파크 1층 (도두일동)",영업
씨유제주월광점,"제주특별자치도 제주시 광평중길 1, 1층 (노형동)",영업
에스휴머물다,"제주특별자치도 제주시 삼동2길 15, 1층 (연동)",영업
써브웨이제주대점,"제주특별자치도 제주시 제주대학로 113, 1.2층 (아라이동)",영업
디저트카페프룻,"제주특별자치도 제주시 수덕5길 82, 1층 (노형동)",영업
함덕커피숍,"제주특별자치도 제주시 조천읍 신북로 476, 1층",영업
스타덤피씨제주본점,"제주특별자치도 제주시 노연로 30, 2층 202호 (노형동, 에코빌리지)",영업
어글리딜리셔스,"제주특별자치도 제주시 구남동2길 19-8, 1층 (이도이동)",영업
씨유제주용담서문로점,"제주특별자치도 제주시 서문로 12, 1층 (용담일동)",영업
러스틱앤모어,"제주특별자치도 제주시 구좌읍 세화5길 6, 1층",영업
씨유제주납읍점,"제주특별자치도 제주시 애월읍 중산간서로 5478-2, 1층",영업
루코도모,"제주특별자치도 제주시 구좌읍 구좌해안로 36, 1층",영업
함덕스마일찹쌀꽈배기,"제주특별자치도 제주시 조천읍 신북로 523, 1층",영업
쿠키키,"제주특별자치도 제주시 애월읍 하귀로 85, 1층",영업
미소수산미소전복,"제주특별자치도 제주시 인다10길 35, 1층 (아라일동)",영업
공차제주연동신시가지점,"제주특별자치도 제주시 연북로 78, 성남빌딩 1층 (연동)",영업
면사무소,"제주특별자치도 제주시 애월읍 애월해안로 494, 1층",영업
공차제주연동점,"제주특별자치도 제주시 신광로 35, 1층 (연동)",영업
스마일찹쌀꽈배기,"제주특별자치도 제주시 한림읍 한림중앙로 76, 1층",영업
지에스25일도대림점,"제주특별자치도 제주시 태성로 20, 1층 (일도이동)",영업
제주만두김밥,"제주특별자치도 제주시 조천읍 신북로 529, 1층 102호",영업
씨유제주대생활관점,"제주특별자치도 제주시 제주대학로 102, 제주대학교 1층 (아라일동)",영업
카페블루탐,"제주특별자치도 제주시 조천읍 일주동로 733, 1층",영업
이디야커피제주연북로점,"제주특별자치도 제주시 연북로 34, 1층 (노형동)",영업
리틀푸키,"제주특별자치도 제주시 애월읍 하귀9길 11, 3층",영업
세븐일레븐헤르지아점,"제주특별자치도 제주시 연삼로 199, 1층 (오라이동)",영업
공항가는길,"제주특별자치도 제주시 용문로 4, 1층 (용담이동)",영업
카페더콘테나,"제주특별자치도 제주시 조천읍 함와로 513, 1.2층",영업
세븐일레븐제주대자연과학점,"제주특별자치도 제주시 제주대학로 102, 제주대학교 자연대매점, 휴게실(7-3) 1층 (아라일동)",영업
핑퐁커피제주칠성점,"제주특별자치도 제주시 관덕로11길 15, 2층 (일도일동)",영업
보자기마음플라보,"제주특별자치도 제주시 조천읍 신북로 103, 1층",영업
아트스페이스빈공간,"제주특별자치도 제주시 관덕로3길 15, 1층 (삼도이동)",영업
남쪽마녀의레시피,제주특별자치도 제주시 우도면 우도해안길 694,영업
자드부팡,"제주특별자치도 제주시 조천읍 북흘로 385-216, 제1동 1층",영업
씨유제주고내리점,"제주특별자치도 제주시 애월읍 일주서로 6516, 1층",영업
설심당삼화왓,"제주특별자치도 제주시 건주로4길 6-8, 2층 202,203호 (도련일동)",영업
노랑해바라기김밥,"제주특별자치도 제주시 노형로 121, 1층 (해안동)",영업
카페오가다제주점,"제주특별자치도 제주시 공항로 2, 제주국제공항 4층 (용담이동)",영업
차달임하귀점,"제주특별자치도 제주시 애월읍 하귀9길 2, 제주모닝시티 1층 109호",영업
셀스퀘어,"제주특별자치도 제주시 연삼로 990, 셀스퀘어빌딩 2층 (도련이동)",영업
소은,"제주특별자치도 제주시 전농로 73-2, 1층 (삼도이동)",영업
파티오쿠진아트랩,"제주특별자치도 제주시 아란서길 101-2, 1층 103호 (아라일동, 세인트빌)",영업
바람과바다,"제주특별자치도 제주시 조천읍 조함해안로 174, 1층",영업
셀렉토커피제주삼화점멜리,"제주특별자치도 제주시 화삼북로2길 13, 1층 (화북일동)",영업
다랑쉬,"제주특별자치도 제주시 용문로21길 4, 1층 (용담이동)",영업
인바이트유,"제주특별자치도 제주시 광평동로 45, 1층 (노형동)",영업
블링블링,"제주특별자치도 제주시 서사로 133, 2층 (삼도일동)",영업
오늘의찬,"제주특별자치도 제주시 연사길 51-7, 1층 (오라이동)",영업
메스티지데코,"제주특별자치도 제주시 청사로 71, 1층 (도남동)",영업
팥,"제주특별자치도 제주시 한림읍 귀덕동길 4, 1층",영업
홍요깃거리애월점,"제주특별자치도 제주시 신대로13길 36-1, 1층 (연동)",영업
세븐일레븐제주해밀마루점,"제주특별자치도 제주시 우정로15길 48, 1층 (외도일동)",영업
갈치공장,"제주특별자치도 제주시 구좌읍 해맞이해안로 1296, 1층",영업
리크커피,"제주특별자치도 제주시 신설로9길 42-8, 1층 (이도이동)",영업
공차제주삼화점,"제주특별자치도 제주시 건주로 37, 1층 (도련일동)",영업
지에스25제주대흘점,"제주특별자치도 제주시 조천읍 중산간동로 700, 1층",영업
명진전복주식회사1호점,"제주특별자치도 제주시 구좌읍 해맞이해안로 1282, 2층",영업
설빙제주대병원점,"제주특별자치도 제주시 중앙로 576, 2-3층 (아라일동)",영업
동백,"제주특별자치도 제주시 조천읍 동백로 68, 1층",영업
신제주마트휴게음식점,"제주특별자치도 제주시 신대로18길 56, 1층 (연동)",영업
제주탐라만두,"제주특별자치도 제주시 한림읍 한림로 335, B동 1층",영업
굿프랜드,"제주특별자치도 제주시 애월읍 하귀로 41-1, 1층",영업
뽕꼬랑김밥,"제주특별자치도 제주시 용담로 56, 1층 (용담이동)",영업
초,"제주특별자치도 제주시 애월읍 금성3길 21, 1층",영업
투썸플레이스노형디티점,"제주특별자치도 제주시 월랑로 70, 1층 (노형동)",영업
에이바우트첨단점,"제주특별자치도 제주시 첨단로 227, 1층 (영평동)",영업
우연히그곳,"제주특별자치도 제주시 구좌읍 중산간동로 2250, 1층",영업
번영김밥,"제주특별자치도 제주시 번영로 504, 1층 (봉개동)",영업
쎄븐일레븐구남쎈터점,"제주특별자치도 제주시 구남동4길 38, 1층 (이도이동)",영업
국수나무제주공항점,"제주특별자치도 제주시 공항로 2, 국제공항 여객청사 2층 (용담이동)",영업
이모네분식,"제주특별자치도 제주시 애월읍 하귀로 39, 가동 1층",영업
씨유제주하도점,제주특별자치도 제주시 구좌읍 문주란로 7,영업
지에스25제주중앙여중점,"제주특별자치도 제주시 서사로11길 5, 신영빌라 1층 (삼도이동)",영업
세븐일레븐제주여중고점,"제주특별자치도 제주시 구산로 46, 1층 (아라일동)",영업
타임스탬프,"제주특별자치도 제주시 조천읍 신북로 92-1, 1층",영업
씨유도남대림점,"제주특별자치도 제주시 신성로 35, 1층 (도남동)",영업
로이셀세화,"제주특별자치도 제주시 구좌읍 세화5길 8, 1층",영업
맘스터치연북로점,"제주특별자치도 제주시 원노형남2길 35, 1층 (노형동)",영업
파이브엠커피,"제주특별자치도 제주시 제주대학로7길 11, 1층 (아라이동)",영업
신창해물라면와랑식탁,"제주특별자치도 제주시 한경면 한경해안로 512-8, 1층",영업
터치우드,"제주특별자치도 제주시 조천읍 함대로 160, B동 1층",영업
헤이피피,"제주특별자치도 제주시 한경면 일주서로 4533-3, 1,2층",영업
쓰쓰카페,"제주특별자치도 제주시 한경면 성굴로 34-6, 1층",영업
우담건강다원,"제주특별자치도 제주시 구좌읍 종달로1길 64, 1층",영업
치킨더홈앤우도뿔소라빵,"제주특별자치도 제주시 우도면 하고수길 69, 1층",영업
라이드원,"제주특별자치도 제주시 오남로 156, A동 2층 (오라이동)",영업
쉬리니케이크,"제주특별자치도 제주시 애월읍 애납로 175, 1층",영업
광어공방,"제주특별자치도 제주시 노형6길 20, 1층 (노형동)",영업
이디야제주화북점,"제주특별자치도 제주시 동화로 12, 1~2층 (화북일동)",영업
유월,"제주특별자치도 제주시 동문로4길 18, 1층 (일도일동)",영업
롯데리아제주한림점,"제주특별자치도 제주시 한림읍 한림중앙로 46, 2층",영업
길용당,"제주특별자치도 제주시 삼무로 76, 1층 (연동)",영업
지에스제주아라점,"제주특별자치도 제주시 중앙로 576, 1층 (아라일동)",영업
에이바우트커피신라신성점,"제주특별자치도 제주시 노연로 62, 신성오피스텔 1층 (연동)",영업
제주보름달,"제주특별자치도 제주시 애월읍 하귀9길 20, 1층",영업
지에스25제주협재점,"제주특별자치도 제주시 한림읍 한림로 330, 1층",영업
설심당노형점,"제주특별자치도 제주시 월광로 140, 1층 107호 (노형동)",영업
오투피씨방,"제주특별자치도 제주시 서문로 9-1, 2층 (용담일동)",영업
까미노,"제주특별자치도 제주시 연동1길 14, 1층 (연동)",영업
씨유제주크라운점,"제주특별자치도 제주시 신광로 94, 1층 (연동)",영업
공차베라체점,"제주특별자치도 제주시 승천로 74, 1층 (아라이동)",영업
스튜디오13,"제주특별자치도 제주시 구좌읍 중산간동로 2126, 1층",영업
누베커피1,"제주특별자치도 제주시 국기로2길 13, 1층 (연동)",영업
지에스25한담애월점,"제주특별자치도 제주시 애월읍 애월로 11, 1층",영업
봄봄제주중앙여고점,"제주특별자치도 제주시 중앙로 365, 1층 (이도이동)",영업
씨유제주이호오광점,"제주특별자치도 제주시 오광로 109, 1층 (이호이동)",영업
씨유제주와산리점,"제주특별자치도 제주시 조천읍 중산간동로 849, 1층",영업
지에스25제주용담점,"제주특별자치도 제주시 용담로 113, 1층 (용담일동)",영업
지에스25신제주점,"제주특별자치도 제주시 선덕로 6, 1층 (연동)",영업
뉴욕버거제주법원점,"제주특별자치도 제주시 중앙로 323, 1층 (이도이동)",영업
토토네,"제주특별자치도 제주시 애월읍 하귀10길 49-2, 1층 102호",영업
씨유제주세화해변점,"제주특별자치도 제주시 구좌읍 해맞이해안로 1426, 1층",영업
제주청년공방,"제주특별자치도 제주시 애월읍 애원로 132-6, 1층",영업
삼양다방,"제주특별자치도 제주시 일주동로 387-1, 1층 (삼양이동)",영업
두갓,"제주특별자치도 제주시 해안마을북길 13-39, 1층 (해안동)",영업
시즌아이피시방,"제주특별자치도 제주시 서광로 241-1, 3층 (삼도일동)",영업
하이파이브제주,"제주특별자치도 제주시 애월읍 고내로13길 107, 1층",영업
지에스25연오로점,"제주특별자치도 제주시 연오로 4, 1층 (연동)",영업
롯데리아제주시청점,"제주특별자치도 제주시 중앙로 246, 동산빌딩 1층 (이도이동)",영업
씨유제주조천사거리점,"제주특별자치도 제주시 조천읍 조천16길 2, 1층",영업
