사업장명,도로명전체주소
단밤,"제주특별자치도 제주시 도령로 192, 3층 (연동)"
골드문,"제주특별자치도 제주시 삼무로 62, 2층 (연동)"
스타루프탑라운지,"제주특별자치도 제주시 연동7길 38, 6층 (연동)"
집으로배달삼겹,"제주특별자치도 제주시 제원2길 8, 1층 (연동)"
한남1990,"제주특별자치도 제주시 은남3길 19, 1층 (연동)"
제주안에,"제주특별자치도 제주시 연동7길 25, 1층 (연동)"
만남포차,"제주특별자치도 제주시 사장1길 32, 1층 (연동)"
종승호,"제주특별자치도 제주시 신대로16길 44, 신제주종합시장 1층 (연동)"
루프탑레오,"제주특별자치도 제주시 삼무로 14, HOTEL LEO 13층 (연동)"
엄마순대국,"제주특별자치도 제주시 신대로7길 13, 1층 1호 (연동)"
연동회관,"제주특별자치도 제주시 연동13길 33, 1층 (연동)"
박군포차,"제주특별자치도 제주시 신대로16길 44, 신제주종합시장 1층 (연동)"
광양이조연동점,"제주특별자치도 제주시 신대로16길 6, 1층 (연동)"
해봉이네동태마당,제주특별자치도 제주시 은남길 14 (연동)
휘로,제주특별자치도 제주시 국기중길 7 (연동)
우리집밥상,제주특별자치도 제주시 신대로13길 19 (연동)
빠빠,제주특별자치도 제주시 신대로20길 42 (연동)
집나간왕새우바람난조개연동점,제주특별자치도 제주시 연동8길 9 (연동)
한라산산더미불고기,제주특별자치도 제주시 신대로16길 30 (연동)
티톡,"제주특별자치도 제주시 연동1길 40, 1층 (연동, 이화주택)"
조마루뼈다귀연동점,"제주특별자치도 제주시 삼무로 52 (연동,(삼무로39))"
모나코,"제주특별자치도 제주시 은남길 38, 지하1층 (연동)"
담이자카야,"제주특별자치도 제주시 연동4길 36, 107,108호 (연동)"
별연동삼계탕,제주특별자치도 제주시 선덕로 12 (연동)
땅땅치킨연동점,"제주특별자치도 제주시 연동7길 35, 1층 (연동)"
오래옥,제주특별자치도 제주시 신대로16길 36 (연동)
브로콜리,"제주특별자치도 제주시 삼무로 49, 1층 (연동)"
외양간,제주특별자치도 제주시 선덕로5길 13 (연동)
말한마리가든,제주특별자치도 제주시 도령로 190 (연동)
서은이네생고기,"제주특별자치도 제주시 연동8길 15, 1층 (연동)"
오태식해바라기치킨,제주특별자치도 제주시 연삼로 22 (연동)
수목원집밥,"제주특별자치도 제주시 삼무로 82, 1층 (연동)"
대관원,제주특별자치도 제주시 신대로13길 3 (연동)
영덕대게마을,제주특별자치도 제주시 신광로10길 5 (연동)
삼무공원흑돼지,제주특별자치도 제주시 신대로10길 42 (연동)
수미일관,제주특별자치도 제주시 연동8길 19 (연동)
야미포차,제주특별자치도 제주시 삼무로3길 34 (연동)
보잉747,제주특별자치도 제주시 연북로 76 (연동)
옛날깡통,제주특별자치도 제주시 연동7길 18 (연동)
청춘열차,"제주특별자치도 제주시 신대로16길 32-1, 2층 (연동)"
오늘여기,"제주특별자치도 제주시 신대로16길 42, 1층 (연동)"
아르보,"제주특별자치도 제주시 연동6길 11, 1~2층 102, 202호 (연동)"
선미정,"제주특별자치도 제주시 은남4길 41, 1층 (연동)"
딸기가좋아신제주점,"제주특별자치도 제주시 과원로 84, 3층 (연동)"
정현이모,"제주특별자치도 제주시 은남3길 21, 1층 (연동)"
제이라운지,"제주특별자치도 제주시 은남3길 30, 1층 (연동)"
피치랑신제주점,"제주특별자치도 제주시 신광로6길 25, 2층 207호 (연동, 제원아파트)"
문송식당,제주특별자치도 제주시 문송1길 21 (연동)
예일갈비,"제주특별자치도 제주시 신대로9길 17, 1층 (연동)"
자매숯불,"제주특별자치도 제주시 연동1길 3, 2층 202호 (연동, 동서연동타워)"
망사리카페,"제주특별자치도 제주시 신대로7길 7, 1층 (연동)"
미보삿뽀로참치,"제주특별자치도 제주시 연동4길 36, 1층 104호 (연동, 연동 뜨레모아)"
탑해장국앤돈가스,제주특별자치도 제주시 신대로7길 7 (연동)
소랑분식,"제주특별자치도 제주시 신대로 67, 1층 (연동)"
로미파스타,"제주특별자치도 제주시 삼무로 51, 1층 (연동)"
대영한밥상,"제주특별자치도 제주시 삼무로 68, 1층 (연동)"
할매옛날통닭,제주특별자치도 제주시 신광로4길 6 (연동)
킹콩홀덤펍,"제주특별자치도 제주시 노연로 114-1, 수영빌딩 4층 (연동)"
양기원무인키즈팡팡카페,"제주특별자치도 제주시 과원북4길 61, 덕양빌딩 3층 (연동)"
딜리버리쿡연동점,"제주특별자치도 제주시 사장1길 40, 1층 (연동)"
용우동신제주점,"제주특별자치도 제주시 연동7길 25, 1층 (연동)"
연동포차,"제주특별자치도 제주시 신대로 123, 1층 (연동)"
베이스캠프제원점,"제주특별자치도 제주시 은남4길 43, 1층 (연동)"
콘타이,"제주특별자치도 제주시 노연로 80, 메종글래드 제주 1층 (연동)"
메가엠지씨커피제주남녕점,"제주특별자치도 제주시 남녕로 32, 1층 (연동)"
한식의품격신제주점,"제주특별자치도 제주시 노연로 103, 1층 110호 (연동, 제주연동리슈빌디에스)"
씨제이푸드빌 빕스제주점,"제주특별자치도 제주시 도령로 142, 9층 (연동)"
차달임,"제주특별자치도 제주시 노연로 118-1, 1층 (연동, 미도 스카이빌)"
충무로38양곱창제주점,"제주특별자치도 제주시 신광로6길 2, 1층 (연동)"
우리솥해장국,"제주특별자치도 제주시 연삼로 10, 정우빌딩 1층 (연동)"
써든스테이크,"제주특별자치도 제주시 신대로14길 43, 1층 (연동)"
아지국밥,"제주특별자치도 제주시 연동1길 4, 1층 (연동)"
제원칼집별관,"제주특별자치도 제주시 제원길 17, 1층 (연동)"
엠박스제주,"제주특별자치도 제주시 신대로16길 42, 3층 (연동)"
제라진감자탕본점,"제주특별자치도 제주시 신대로14길 41, 1층 (연동)"
카페시도,"제주특별자치도 제주시 성신로2길 23-5, 1층 (연동)"
우리닭칼국수,"제주특별자치도 제주시 제성1길 25, 1층 (연동)"
본초맘죽신제주점,"제주특별자치도 제주시 신대로 124, 1층 (연동)"
돈쫄돈신제주점,"제주특별자치도 제주시 삼무로1길 10-9, 1층 102호 (연동)"
제주연탄길,"제주특별자치도 제주시 연화남길 10, 1층 (연동)"
부어치킨신제주점,"제주특별자치도 제주시 사장길 21, 1층 (연동)"
포비게러지,"제주특별자치도 제주시 과원로 63, 1층 (연동)"
하나손칼국수,"제주특별자치도 제주시 국기로2길 10, 1층 (연동)"
루,"제주특별자치도 제주시 신광로 44, 2층 (연동)"
플래닛제주,"제주특별자치도 제주시 삼무로 35, 1층 (연동)"
헤이커피,"제주특별자치도 제주시 신광로4길 9, 1층 1호 (연동)"
도리스,"제주특별자치도 제주시 삼무로 40, 1층 (연동)"
본죽앤비빔밥신제주점,"제주특별자치도 제주시 삼무로 2, 열린학원 1층 (연동)"
풍년내장탕해장국,"제주특별자치도 제주시 연동11길 15, 1층 (연동)"
킹콩부대찌개연동점,"제주특별자치도 제주시 삼무로11길 26, 1층 (연동)"
미풍해장국코스모스점,"제주특별자치도 제주시 선덕로 2, 1층 (연동)"
배떡노형점,"제주특별자치도 제주시 일주서로 7810, 1층 (연동)"
볼빨간아구찜신제주점,"제주특별자치도 제주시 신광로6길 26, 점포동 2층 210호 (연동, 제원아파트)"
203안전한먹거리연구소,"제주특별자치도 제주시 선덕로 4, 1층 (연동)"
스칼렛가든,"제주특별자치도 제주시 삼무로 57, 3층 (연동)"
다다참치,"제주특별자치도 제주시 성신로1길 23, 1층 (연동)"
펄호텔제주,"제주특별자치도 제주시 신대로20길 49, 제주펄호텔 1층 (연동)"
담아래,"제주특별자치도 제주시 수목원길 23, 1층 (연동)"
반도소관,"제주특별자치도 제주시 신광로4길 27, 1층 (연동, 경주빌라)"
포텐,"제주특별자치도 제주시 연동7길 41, 4층 (연동)"
라화쿵부제주점,"제주특별자치도 제주시 연동3길 37, 2층 (연동)"
연동신도시식당,"제주특별자치도 제주시 국기중길 28, 1층 (연동)"
민속감자탕,"제주특별자치도 제주시 삼무로9길 26, 1층 (연동)"
리얼,"제주특별자치도 제주시 신광로 47, 1층 (연동)"
이츠양,"제주특별자치도 제주시 연동6길 5, 제주1번가 더테라스 109,110,111,112호 (연동)"
효매식당,"제주특별자치도 제주시 연동1길 37, 101호 (연동, 이화주택)"
화양양,"제주특별자치도 제주시 연화로4길 2, 1층 (연동)"
정식육백화점정유통,"제주특별자치도 제주시 성신로 15, 1층 제1호 (연동)"
탭탭,"제주특별자치도 제주시 연동7길 41, 3층 (연동)"
김복남맥주제주연동점,"제주특별자치도 제주시 삼무로 59, 1층 (연동)"
제대로떡볶이제원점,"제주특별자치도 제주시 신광로6길 2, 1층 (연동)"
봄날정육,"제주특별자치도 제주시 성신로1길 21, 1층 (연동)"
킹스,"제주특별자치도 제주시 연동7길 30, 3층 (연동)"
그믐달,"제주특별자치도 제주시 삼무로 18, 제주연동 하우스디어반 1층 112호 (연동)"
퐁닭,"제주특별자치도 제주시 신대로 134, 1층 (연동)"
프랭크버거제주도청점,"제주특별자치도 제주시 선덕로 1, 하늘그린오피스텔 1층 101호 (연동)"
영하45,"제주특별자치도 제주시 신대로 153, 1층 (연동)"
코모도,"제주특별자치도 제주시 남녕로 54, 위더스빌 1층 104호 (연동, 위더스빌)"
ㅤㅅㅑㅍ,제주특별자치도 제주시 신대로14길 5 (연동)
머큐리,"제주특별자치도 제주시 국기로2길 3, 1층 (연동)"
렛미인,제주특별자치도 제주시 과원북4길 88 (연동)
돈오름숯불갈비,"제주특별자치도 제주시 신대로12길 33, 1층 (연동)"
유끼,"제주특별자치도 제주시 은남2길 32 (연동,(연중3로23))"
대선,"제주특별자치도 제주시 신대로12길 37 (연동,(연중2로53))"
락카페,제주특별자치도 제주시 삼무로 72 (연동)
버무리떡볶이연동점,"제주특별자치도 제주시 국기로 14, 107호 (연동)"
신영돌판구이,제주특별자치도 제주시 신대로15길 2 (연동)
청년다방연동점,"제주특별자치도 제주시 성신로1길 25, 1층 (연동)"
제주정곱창,"제주특별자치도 제주시 은남4길 31, 1층 (연동)"
임사부국밥,"제주특별자치도 제주시 신광로4길 1, 1층 (연동)"
콧수염양꼬치,"제주특별자치도 제주시 성신로1길 30, 2층 (연동)"
더제이락푸드,"제주특별자치도 제주시 삼무로 12, 엠버서더 관광호텔 지하1층 (연동)"
예산가마솥장수촌설렁탕신제주점,"제주특별자치도 제주시 연동10길 13, 1층 (연동)"
에이프릴,"제주특별자치도 제주시 삼무로9길 30, 1층 (연동, 태원빌라)"
팜스테이블,"제주특별자치도 제주시 수목원길 41, 2층 (연동)"
킹덤,"제주특별자치도 제주시 신대로14길 38, 1층 (연동)"
돌수산,"제주특별자치도 제주시 사장길 17, 1층 (연동)"
썸카페,"제주특별자치도 제주시 국기로1길 19, 호연주택 1층 (연동)"
아맛나찜닭제주점,"제주특별자치도 제주시 신대로20길 22, 1층 (연동)"
제주에살다컴퍼니,"제주특별자치도 제주시 신대로19길 1, 1층 (연동)"
우솔,"제주특별자치도 제주시 신대로 119, 1층 (연동)"
청담회장님댁제주점,"제주특별자치도 제주시 신대로16길 23, 1층 (연동)"
핵밥제주연동점,"제주특별자치도 제주시 도령로 103, 103호 (연동, 연동한일씨티파크)"
신광호프,"제주특별자치도 제주시 성신북길 19, 1층 (연동)"
술빛정원,"제주특별자치도 제주시 제원길 41, 5층 (연동)"
신대장군집,"제주특별자치도 제주시 삼무로 50, 1층 (연동)"
청담피자신제주점,"제주특별자치도 제주시 연동4길 6-12, 1층 103호 (연동, 굿윌카운티)"
지엔디카페,"제주특별자치도 제주시 은남2길 37, 3층 (연동)"
호야네꼬마김밥,"제주특별자치도 제주시 연동9길 18, 1층 (연동)"
장똘뱅이,"제주특별자치도 제주시 신광로6길 25, 1층 107호 (연동, 제원아파트)"
동근이숯불두마리치킨,"제주특별자치도 제주시 연삼로 12, 1층 101호 (연동, 성남빌라)"
임돈,"제주특별자치도 제주시 노연로 103, 1층 105호 (연동, 제주연동리슈빌디에스)"
우정곱창연동점,"제주특별자치도 제주시 연화중길 15, 1층 (연동)"
그시절동태촌신제주점,"제주특별자치도 제주시 연화로1길 26-1, 1층 (연동)"
연동가자스크린골프,"제주특별자치도 제주시 신대로10길 19, 화신빌딩 2층 (연동)"
카츠야미,"제주특별자치도 제주시 도령로 73, 1층 110호 (연동, 연동 펠리체)"
짜장볶는남자,"제주특별자치도 제주시 도령북길 41, 1층 (연동)"
돈돼지국밥연동점,"제주특별자치도 제주시 연동8길 9, 1층 (연동)"
김순례닭강정신제주점,제주특별자치도 제주시 연동4길 22 (연동)
제쭈도,"제주특별자치도 제주시 사장2길 12, 1층 (연동)"
너와나,"제주특별자치도 제주시 연동8길 21, 1층 (연동)"
용용선생제주연동점,"제주특별자치도 제주시 은남4길 46, 1-2층 (연동)"
판다마라집,"제주특별자치도 제주시 연동3길 33, 1층 (연동)"
잭아레나,"제주특별자치도 제주시 신광로 41, 2층 (연동)"
퍼사이공제주점,"제주특별자치도 제주시 연동8길 4, 1층 (연동)"
완미족발제주연동점,"제주특별자치도 제주시 은남4길 46, 2층 (연동)"
도원꼬치튀김객,"제주특별자치도 제주시 연동10길 13, 1층 (연동)"
하타나카연동점,"제주특별자치도 제주시 신대로12길 15, 1층 (연동)"
주식회사해마,"제주특별자치도 제주시 삼무로 28, 2층 (연동)"
오봉집연동점,"제주특별자치도 제주시 연삼로 20, 1층 (연동)"
파라나,"제주특별자치도 제주시 신대로 72, 지하1층 (연동, 현일센츄럴파크뷰)"
파사삭행목,"제주특별자치도 제주시 삼무로1길 4, 1층 (연동)"
커피비원,"제주특별자치도 제주시 연동4길 28-4, 성우빌 1층 (연동)"
제주에타,"제주특별자치도 제주시 연미길 101, 1층 (연동)"
검은고래,"제주특별자치도 제주시 은수길 69, 수목원 테마파크 관광지 내 (연동)"
얼라이브,"제주특별자치도 제주시 노연로 103, 2층 (연동)"
스톤헤이븐,"제주특별자치도 제주시 문송길 16, 1층 (연동)"
인베이드피씨카페,"제주특별자치도 제주시 선덕로 5, 2층 (연동)"
지에스25연동모디움점,"제주특별자치도 제주시 삼무로1길 10-9, 1층 105호 (연동)"
세븐일레븐연동국기점,"제주특별자치도 제주시 국기로3길 4, 1층 (연동)"
에스휴머물다,"제주특별자치도 제주시 삼동2길 15, 1층 (연동)"
공차제주연동신시가지점,"제주특별자치도 제주시 연북로 78, 성남빌딩 1층 (연동)"
공차제주연동점,"제주특별자치도 제주시 신광로 35, 1층 (연동)"
홍요깃거리애월점,"제주특별자치도 제주시 신대로13길 36-1, 1층 (연동)"
신제주마트휴게음식점,"제주특별자치도 제주시 신대로18길 56, 1층 (연동)"
길용당,"제주특별자치도 제주시 삼무로 76, 1층 (연동)"
에이바우트커피신라신성점,"제주특별자치도 제주시 노연로 62, 신성오피스텔 1층 (연동)"
까미노,"제주특별자치도 제주시 연동1길 14, 1층 (연동)"
씨유제주크라운점,"제주특별자치도 제주시 신광로 94, 1층 (연동)"
누베커피1,"제주특별자치도 제주시 국기로2길 13, 1층 (연동)"
지에스25신제주점,"제주특별자치도 제주시 선덕로 6, 1층 (연동)"
지에스25연오로점,"제주특별자치도 제주시 연오로 4, 1층 (연동)"
호타르트,"제주특별자치도 제주시 연동7길 41, 1층 (연동)"
세븐일레븐제주에어시티호텔점,"제주특별자치도 제주시 삼무로 56, 1층 (연동)"
세븐일레븐제주연동중앙점,"제주특별자치도 제주시 선덕로3길 19, 1층 102호 (연동)"
세븐일레븐제주연동청원점,"제주특별자치도 제주시 도령로 131, 청원빌딩 1층 (연동)"
호밀호두제주본점,"제주특별자치도 제주시 국기로 27, 1층 (연동)"
봄봄제원점,"제주특별자치도 제주시 노연로 103, 103호 (연동)"
지에스25제주연북점,"제주특별자치도 제주시 과원북4길 82, 1층 (연동)"
지에스25제주남녕점,"제주특별자치도 제주시 남녕로 28, 1층 (연동)"
인샵카페,"제주특별자치도 제주시 신광로 32, 1층 (연동)"
삼성웰스토리(주)호텔신라제주면세점카페,"제주특별자치도 제주시 제원4길 16, 2층 (연동)"
씨유신제주점,제주특별자치도 제주시 삼무로 62 (연동)
지에스25제주그랜드점,"제주특별자치도 제주시 연동4길 28, 1층 (연동)"
부림온천구내매점(남탕),"제주특별자치도 제주시 과원로 70, 지하1층 (연동)"
패밀리만두,제주특별자치도 제주시 국기로 9 (연동)
브라운,제주특별자치도 제주시 과원로 78 (연동)
힐링쉴드제주점,"제주특별자치도 제주시 도령로 95, 105호 (연동)"
지에스25연동신광점,"제주특별자치도 제주시 도령로 76, 1층 (연동)"
신,"제주특별자치도 제주시 신대로12길 51, 1층 4호 (연동, 로얄쇼핑센타)"
명품,제주특별자치도 제주시 성신로2길 21 (연동)
곰브라더스제원점,"제주특별자치도 제주시 노연로 83, 1층 (연동)"
해피로피씨,"제주특별자치도 제주시 신광로 39, 3층 (연동)"
지에스25제주신대로점,제주특별자치도 제주시 선덕로4길 22 (연동)
파스쿠찌제주제원점,"제주특별자치도 제주시 연동7길 26, 1층 (연동)"
커피보그,제주특별자치도 제주시 국기로 43 (연동)
빽다방제주제원점,"제주특별자치도 제주시 신광로 56, 1층 (연동)"
나무,제주특별자치도 제주시 연동7길 30 (연동)
파크사이드호텔구내,제주특별자치도 제주시 도령로 126 (연동)
짱구분식,"제주특별자치도 제주시 연동8길 28, 1층 9호 (연동)"
서희원꼬치닷컴,제주특별자치도 제주시 성신로 20 (연동)
가영케이크,"제주특별자치도 제주시 은남2길 14, 잇츠하우스 1층 101호 (연동)"
현대,제주특별자치도 제주시 신대로 68 (연동)
볕이드는곳벧디,"제주특별자치도 제주시 은수길 65, A동 (연동)"
둘리분식,"제주특별자치도 제주시 신광로 52, 밸리스빌딩 1층 101호 (연동)"
롯데불가마사우나내찜질방스넥,"제주특별자치도 제주시 신광로 52, 5층 (연동)"
롯데불가마사우나내매점,"제주특별자치도 제주시 신광로 52, 6층 (연동)"
세븐일레븐제주가이아호텔점,"제주특별자치도 제주시 연동7길 4 (연동,(1층))"
씨유제주대림점,제주특별자치도 제주시 과원북2길 48 (연동)
씨유제주한일시티점,"제주특별자치도 제주시 도령로 103, 102호 (연동)"
그랜드김밥,"제주특별자치도 제주시 신대로 109 (연동,외6필지)"
씨유제주연동중앙점,"제주특별자치도 제주시 은남4길 37, 1층 (연동)"
컴플리트,"제주특별자치도 제주시 국기로4길 1, 1층 (연동)"
GS25연동바다점,제주특별자치도 제주시 제원길 14 (연동)
소림김밥,제주특별자치도 제주시 국기로 31 (연동)
지에스25과원점,"제주특별자치도 제주시 과원로 51, 1층 (연동)"
씨유제주제성점,"제주특별자치도 제주시 제성1길 16, 1층 (연동)"
지에스25연동시티점,"제주특별자치도 제주시 성신로1길 25, 1층 (연동)"
망고식스신제주점,"제주특별자치도 제주시 연동7길 20, 2층 (연동)"
투썸플레이스제주연동점,제주특별자치도 제주시 신광로 79 (연동)
카페띠아모신제주점,"제주특별자치도 제주시 신광로 43-1 (연동,(1층))"
GS한라수목원,"제주특별자치도 제주시 수목원길 65-6, 1층 (연동)"
씨유제주은남점,"제주특별자치도 제주시 연동11길 21, 1층 (연동)"
아지트,"제주특별자치도 제주시 연동8길 7, 1층 (연동)"
수목원스낵,제주특별자치도 제주시 은수길 69 (연동)
지에스25제주도청점,제주특별자치도 제주시 신대로 63 (연동)
온에어PC방제주본점,"제주특별자치도 제주시 연동1길 3, 201호 (연동)"
디저트39연동점,"제주특별자치도 제주시 신광로 46, 1층 (연동)"
달콤커피제니아점,"제주특별자치도 제주시 은남1길 25, 1층 (연동)"
커피림,제주특별자치도 제주시 수목원길 27 (연동)
맛있는간식,"제주특별자치도 제주시 노연로 61, 103호 (연동)"
신전떡볶이연동직영점,"제주특별자치도 제주시 남녕로 36, 1층 105호 (연동, 영진그린빌라)"
나눔김밥,제주특별자치도 제주시 성신로 26 (연동)
수목원커피숍,제주특별자치도 제주시 은수길 69 (연동)
커피비터스윗,"제주특별자치도 제주시 선덕로3길 32, 제1호 1층 (연동)"
씨유연동세일점,"제주특별자치도 제주시 선덕로 17, 103호 (연동,세일연동연립주택)"
놀러와플,"제주특별자치도 제주시 신광로10길 25, 1층 (연동)"
퓨전상회,"제주특별자치도 제주시 연동7길 24, 1층 (연동)"
다올김밥분식,제주특별자치도 제주시 남녕로 48 (연동)
GS25연동국기점,제주특별자치도 제주시 국기로3길 11 (연동)
써브웨이신제주연동신시가지점,"제주특별자치도 제주시 국기로1길 2, 지하1~1층 (연동)"
보리빵마을,제주특별자치도 제주시 도령로 170 (연동)
에스페셜,"제주특별자치도 제주시 과원로 78, 1층 (연동)"
바세츠아이스크림제원점,"제주특별자치도 제주시 신광로 46, 1층 (연동)"
수제홍과일모찌,"제주특별자치도 제주시 연동14길 14, 1층 (연동)"
지에스25연동중앙점,"제주특별자치도 제주시 연동7길 35, 1층 (연동)"
다경,"제주특별자치도 제주시 신대로12길 51, 2호 (연동)"
진가커피,"제주특별자치도 제주시 제원1길 32, 1층 (연동)"
지에스25연동아산점,"제주특별자치도 제주시 사장길 26, 1층 102호 (연동)"
큰아들,제주특별자치도 제주시 연동9길 29 (연동)
GS25연동대림점,제주특별자치도 제주시 과원북4길 73 (연동)
비아제주,"제주특별자치도 제주시 삼무로9길 11, 1층 (연동)"
델문도제주도립미술관점,"제주특별자치도 제주시 1100로 2894-78 (연동,제주특별자치도립미술관)"
마마,"제주특별자치도 제주시 신대로8길 34, 1층 (연동)"
쏭툰,"제주특별자치도 제주시 삼무로7길 40, 3층 (연동)"
만땅피씨연동점,"제주특별자치도 제주시 도령로13길 13, 2층 (연동)"
아레나엑스피시방,"제주특별자치도 제주시 노연로 113, 6층 (연동)"
파스쿠찌제주한라병원점,"제주특별자치도 제주시 도령로 73, 2층 201호 (연동, 연동 펠리체)"
피자굽는아저씨,제주특별자치도 제주시 연동4길 12 (연동)
지에스25연동누리안,"제주특별자치도 제주시 신대로 144, 1층 (연동)"
대감님밥상앤덮밥집앤파스타비앤요맛나제주연동점,"제주특별자치도 제주시 성신로2길 21, 1층 (연동)"
농협중앙회북제주군지부구내,제주특별자치도 제주시 신대로 110 (연동)
플로베일배움터,"제주특별자치도 제주시 도령로 113, SK텔레콤 (연동)"
토방속에장독대,제주특별자치도 제주시 신대로14길 33 (연동)
씨유제주신성점,제주특별자치도 제주시 일주서로 7850 (연동)
삐끄니끄,"제주특별자치도 제주시 비월길 7, 1층 101호 (연동)"
엔제리너스한라수목원점,"제주특별자치도 제주시 수목원길 65-6, 1층 (연동)"
요거프레소바오젠점,"제주특별자치도 제주시 연동9길 18, 1층 (연동)"
쥬씨연동점,"제주특별자치도 제주시 신광로 46, 1층 (연동)"
씨유제주과원점,제주특별자치도 제주시 과원로 28 (연동)
노블레스호텔,"제주특별자치도 제주시 연동8길 31, 1층 (연동)"
베스킨라빈스연동점,"제주특별자치도 제주시 연북로 82, 신성빌딩 1층 (연동)"
지에스25제주연중점,"제주특별자치도 제주시 연동13길 9, 1층 (연동)"
미미,"제주특별자치도 제주시 노연로 77, 1층 (연동)"
리치망고신제주점,"제주특별자치도 제주시 국기로 14, 104호 (연동)"
심지유향,"제주특별자치도 제주시 노연로 89, 3층 (연동)"
아이갓에브리씽,"제주특별자치도 제주시 문연로 6, 1층 (연동)"
화목원,"제주특별자치도 제주시 연화남길 41, B동 1층 (연동)"
나무식탁,"제주특별자치도 제주시 도령로 170, 1층 (연동)"
하나로슈퍼,제주특별자치도 제주시 비월길 19 (연동)
아이언피씨구내,"제주특별자치도 제주시 신광로 17, 2층 201호 (연동, 기완에어텔)"
지에스25크라운점,"제주특별자치도 제주시 삼무로3길 26, 1층 (연동)"
롯데참피온백화점구내,"제주특별자치도 제주시 신광로 52 (연동,참피온백화점)"
삼광,"제주특별자치도 제주시 연삼로 38 (연동,,25)"
담소,"제주특별자치도 제주시 연동8길 29, 108호 (연동)"
베스킨라빈스롯데참피온점,"제주특별자치도 제주시 신광로 52 (연동,참피온백화점)"
춤추는염소들,제주특별자치도 제주시 연동12길 30 (연동)
스터딩키친열공부엌,"제주특별자치도 제주시 선덕로8길 26, 가동 1층 103호 (연동)"
마농떡볶이,제주특별자치도 제주시 연화로 49 (연동)
하나맘김밥,"제주특별자치도 제주시 귀아랑2길 14, 1층 (연동)"
삼해인관광호텔구내,제주특별자치도 제주시 도령로 108 (연동)
미쓰수제고로케신라면세점점,"제주특별자치도 제주시 신광로8길 3, 1층 (연동)"
메가엠지씨커피제주연동점,제주특별자치도 제주시 과원북2길 48 (연동)
일번가,제주특별자치도 제주시 신대로12길 51 (연동)
(주)지앤엘,제주특별자치도 제주시 삼무로 67 (연동)
탐앤탐스신제주점,제주특별자치도 제주시 신광로 52 (연동)
미스터피자신제주점,제주특별자치도 제주시 신광로 101 (연동)
2003원조신덴뿌라떡볶이,"제주특별자치도 제주시 신대로16길 30, 1층 (연동)"
서희원꼬지닷컴한라점,제주특별자치도 제주시 연화로 35 (연동)
이디야커피연동점,제주특별자치도 제주시 신광로 27 (연동)
미쓰고로케,"제주특별자치도 제주시 신광로 38, 1층 (연동)"
제주코아호텔구내,제주특별자치도 제주시 노연로 146 (연동)
석화,제주특별자치도 제주시 삼무로7길 24 (연동)
지정환임실치즈피자신제주점,"제주특별자치도 제주시 삼동2길 12, 1층 (연동)"
꼬또분식,제주특별자치도 제주시 비월길 30 (연동)
호텔스카이파크구내,제주특별자치도 제주시 삼무로 48 (연동)
망고버스연동점,"제주특별자치도 제주시 삼무로 56, 101호 (연동)"
세븐일레븐제주연동북타운점,"제주특별자치도 제주시 노연로 131, 두성빌딩 1층 (연동)"
이지,"제주특별자치도 제주시 제원1길 23, 1층 101호 (연동, 뉴제원)"
까페제주웰컴센터,"제주특별자치도 제주시 선덕로 23, 1층 (연동)"
주)에이스팜플러스,"제주특별자치도 제주시 신대로14길 56, 1층 (연동)"
플로베롯데점,"제주특별자치도 제주시 도령로 83, 제주연동롯데시티호텔 4층 (연동)"
세븐일레븐제주동서타워점,"제주특별자치도 제주시 연동1길 3, 1층 101호 (연동, 동서연동타워)"
지에스25연동신라점,"제주특별자치도 제주시 노연로 61, 다울하우스 1층 105호 (연동)"
드롭탑누웨모루점,"제주특별자치도 제주시 연동7길 24, 2층 (연동)"
메가엠지씨커피제주도청점,"제주특별자치도 제주시 신대로7길 3, 1층 (연동)"
팔공티노형점,"제주특별자치도 제주시 연화로 33, 1층 (연동)"
(주)파라볼레시더스카페제주연동점,"제주특별자치도 제주시 연오로 91, 1층 (연동)"
카페무,"제주특별자치도 제주시 신대로16길 47, 1층 (연동)"
청자다방제주1호점,"제주특별자치도 제주시 신대로14길 47, 1층 101호 (연동)"
토끼언니외계인,"제주특별자치도 제주시 연화로1길 22, 연동다가구주택 1층 (연동)"
유캔두잇신제주점,"제주특별자치도 제주시 신광로 93, 김스캐슬 1층 (연동)"
인피넛티,"제주특별자치도 제주시 연화로2길 29-12, 1층 (연동)"
세븐일레븐제주연미마을점,"제주특별자치도 제주시 연오로 95, 1층 101호 (연동, 연오빌라)"
에이더블유더블유더블유,"제주특별자치도 제주시 국기로4길 4, 1층 (연동)"
연동스카이브릿지피시,"제주특별자치도 제주시 신광로 20, 2층 (연동)"
에그드랍신제주연동점,"제주특별자치도 제주시 신대로14길 52, 1층 (연동)"
씨유제주연동아랑점,"제주특별자치도 제주시 신대로18길 16, 1층 105호 (연동, 삼다연동맨션)"
젬마초콜릿과자점,"제주특별자치도 제주시 삼무로11길 9, 1층 109호 (연동)"
더클럽하우스,"제주특별자치도 제주시 연삼로 51, 1층 (연동)"
오마뎅제주연동점,"제주특별자치도 제주시 연화로 41, 1층 101호 (연동)"
제라한속풀이,"제주특별자치도 제주시 은남3길 42, 103호 (연동, 삼성원룸)"
데일리커피앤디저트,"제주특별자치도 제주시 수목원길 25, 지하1층 (연동)"
태평양,"제주특별자치도 제주시 연동7길 8, 1층 제1호 (연동)"
